Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
AMD1O|Musique électronique|9e année|Ouvert|20
AMD2O|Musique électronique|10e année|Ouvert|55
AMD3M|Musique électronique|11e année|Filière préuniversitaire/précollégiale|45
AMD3O|Musique électronique|11e année|Ouvert|20
AMD4M|Musique électronique|12e année|Filière préuniversitaire/précollégiale|20
AME1O|Petits ensembles|9e année|Ouvert|105
AME2O|Petits ensembles|10e année|Ouvert|120
AME3M|Petits ensembles|11e année|Filière préuniversitaire/précollégiale|175
AME3O|Petits ensembles|11e année|Ouvert|130
AME4M|Petits ensembles|12e année|Filière préuniversitaire/précollégiale|185
AMG1O|Guitare|9e année|Ouvert|1625
AMG2O|Guitare|10e année|Ouvert|5195
AMG3M|Guitare|11e année|Filière préuniversitaire/précollégiale|1255
AMG3O|Guitare|11e année|Ouvert|1340
AMG4M|Guitare|12e année|Filière préuniversitaire/précollégiale|925
AMH1O|Orchestre de scène|9e année|Ouvert|80
AMH2O|Orchestre de scène|10e année|Ouvert|195
AMH3M|Orchestre de scène|11e année|Filière préuniversitaire/précollégiale|345
AMH3O|Orchestre de scène|11e année|Ouvert|50
AMH4M|Orchestre de scène|12e année|Filière préuniversitaire/précollégiale|360
AMI1O|Musique instrumentale - harmonie|9e année|Ouvert|13510
AMI2O|Musique instrumentale - harmonie|10e année|Ouvert|6715
AMI3M|Musique instrumentale - harmonie|11e année|Filière préuniversitaire/précollégiale|3725
AMI3O|Musique instrumentale - harmonie|11e année|Ouvert|90
AMI4M|Musique instrumentale - harmonie|12e année|Filière préuniversitaire/précollégiale|2655
AMJ1O|Jazz vocal|9e année|Ouvert|10
AMJ2O|Jazz vocal|10e année|Ouvert|90
AMJ3M|Jazz vocal|11e année|Filière préuniversitaire/précollégiale|100
AMJ3O|Jazz vocal|11e année|Ouvert|10
AMJ4M|Jazz vocal|12e année|Filière préuniversitaire/précollégiale|145
AMK1O|Clavier|9e année|Ouvert|655
AMK2O|Clavier|10e année|Ouvert|1595
AMK3M|Clavier|11e année|Filière préuniversitaire/précollégiale|500
AMK3O|Clavier|11e année|Ouvert|200
AMK4M|Clavier|12e année|Filière préuniversitaire/précollégiale|320
AMM1O|La musique et l'ordinateur|9e année|Ouvert|145
AMM2O|La musique et l'ordinateur|10e année|Ouvert|450
AMM3M|La musique et l'ordinateur|11e année|Filière préuniversitaire/précollégiale|465
AMM3O|La musique et l'ordinateur|11e année|Ouvert|200
AMM4M|La musique et l'ordinateur|12e année|Filière préuniversitaire/précollégiale|240
AMO1O|Musique instrumentale - orchestre|9e année|Ouvert|165
AMO2O|Musique instrumentale - orchestre|10e année|Ouvert|195
AMO3M|Musique instrumentale - orchestre|11e année|Filière préuniversitaire/précollégiale|190
AMO3O|Musique instrumentale - orchestre|11e année|Ouvert|<10
AMO4M|Musique instrumentale - orchestre|12e année|Filière préuniversitaire/précollégiale|140
AMP1O|Musique instrumentale - percussion|9e année|Ouvert|145
AMP2O|Musique instrumentale - percussion|10e année|Ouvert|95
AMP3M|Musique instrumentale - percussion|11e année|Filière préuniversitaire/précollégiale|60
AMP3O|Musique instrumentale - percussion|11e année|Ouvert|15
AMP4M|Musique instrumentale - percussion|12e année|Filière préuniversitaire/précollégiale|35
AMQ1O|Tambours d'acier|9e année|Ouvert|260
AMQ2O|Tambours d'acier|10e année|Ouvert|225
AMQ3M|Tambours d'acier|11e année|Filière préuniversitaire/précollégiale|55
AMQ3O|Tambours d'acier|11e année|Ouvert|<10
AMQ4M|Tambours d'acier|12e année|Filière préuniversitaire/précollégiale|30
AMR1O|Répertoire|9e année|Ouvert|3250
AMR2O|Répertoire|10e année|Ouvert|3940
AMR3M|Répertoire|11e année|Filière préuniversitaire/précollégiale|2975
AMR3O|Répertoire|11e année|Ouvert|275
AMR4M|Répertoire|12e année|Filière préuniversitaire/précollégiale|2075
AMS1O|Musique instrumentale - cordes|9e année|Ouvert|1785
AMS2O|Musique instrumentale - cordes|10e année|Ouvert|1075
AMS3M|Musique instrumentale - cordes|11e année|Filière préuniversitaire/précollégiale|680
AMS3O|Musique instrumentale - cordes|11e année|Ouvert|30
AMS4M|Musique instrumentale - cordes|12e année|Filière préuniversitaire/précollégiale|535
AMT1O|Théâtre musical|9e année|Ouvert|140
AMT2O|Théâtre musical|10e année|Ouvert|435
AMT3M|Théâtre musical|11e année|Filière préuniversitaire/précollégiale|605
AMT3O|Théâtre musical|11e année|Ouvert|50
AMT4M|Théâtre musical|12e année|Filière préuniversitaire/précollégiale|550
AMU1O|Musique|9e année|Ouvert|13960
AMU2O|Musique|10e année|Ouvert|6330
AMU3M|Musique|11e année|Filière préuniversitaire/précollégiale|3725
AMU3O|Musique|11e année|Ouvert|400
AMU4E|Musique|12e année|Filière préemploi|95
AMU4M|Musique|12e année|Filière préuniversitaire/précollégiale|2580
AMV1O|Musique vocale ou chorale|9e année|Ouvert|3220
AMV2O|Musique vocale ou chorale|10e année|Ouvert|3205
AMV3M|Musique vocale ou chorale|11e année|Filière préuniversitaire/précollégiale|2280
AMV3O|Musique vocale ou chorale|11e année|Ouvert|255
AMV4M|Musique vocale ou chorale|12e année|Filière préuniversitaire/précollégiale|1870
AMW1O|Musique - bois|9e année|Ouvert|90
AMW2O|Musique - bois|10e année|Ouvert|40
AMW3M|Musique - bois|11e année|Filière préuniversitaire/précollégiale|50
AMW4M|Musique - bois|12e année|Filière préuniversitaire/précollégiale|50
AMX3M|Musique - externe (conservatoire)|11e année|Filière préuniversitaire/précollégiale|155
AMX4M|Musique - externe (conservatoire)|12e année|Filière préuniversitaire/précollégiale|255
ASA4T|Media and the Arts|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ASM2O|Arts médiatiques|10e année|Ouvert|8375
ASM3M|Arts médiatiques|11e année|Filière préuniversitaire/précollégiale|3345
ASM3O|Arts médiatiques|11e année|Ouvert|2290
ASM4E|Arts médiatiques|12e année|Filière préemploi|105
ASM4M|Arts médiatiques|12e année|Filière préuniversitaire/précollégiale|2190
ATA4T|Basic Jazz |12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATB1O|Danse - ballet|9e année|Ouvert|225
ATB2O|Danse - ballet|10e année|Ouvert|265
ATB3M|Danse - ballet|11e année|Filière préuniversitaire/précollégiale|270
ATB4M|Danse - ballet|12e année|Filière préuniversitaire/précollégiale|175
ATC1O|Danse|9e année|Ouvert|3720
ATC2O|Danse|10e année|Ouvert|4110
ATC3M|Danse|11e année|Filière préuniversitaire/précollégiale|2305
ATC3O|Danse|11e année|Ouvert|435
ATC4E|Danse|12e année|Filière préemploi|20
ATC4M|Danse|12e année|Filière préuniversitaire/précollégiale|1560
ATD2O|Composition chorégraphique|10e année|Ouvert|<10
ATD3M|Composition chorégraphique|11e année|Filière préuniversitaire/précollégiale|50
ATD4M|Composition chorégraphique|12e année|Filière préuniversitaire/précollégiale|220
ATH2O|Histoire de la danse|10e année|Ouvert|<10
ATH4M|Histoire de la danse|12e année|Filière préuniversitaire/précollégiale|<10
ATJ2O|Danse - jazz|10e année|Ouvert|90
ATJ3M|Danse - jazz|11e année|Filière préuniversitaire/précollégiale|25
ATJ4M|Danse - jazz|12e année|Filière préuniversitaire/précollégiale|<10
ATL3M|Danse du Centre et du Sud de l'Amérique|11e année|Filière préuniversitaire/précollégiale|<10
ATM1O|Danse moderne|9e année|Ouvert|195
ATM2O|Danse moderne|10e année|Ouvert|250
ATM3M|Danse moderne|11e année|Filière préuniversitaire/précollégiale|225
ATM4M|Danse moderne|12e année|Filière préuniversitaire/précollégiale|215
ATO2O|Danse de l'Asie/du Cercle du Pacifique|10e année|Ouvert|10
ATO3M|Danse de l'Asie/du Cercle du Pacifique|11e année|Filière préuniversitaire/précollégiale|<10
ATO3O|Danse de l'Asie/du Cercle du Pacifique|11e année|Ouvert|25
ATO4M|Danse de l'Asie/du Cercle du Pacifique|12e année|Filière préuniversitaire/précollégiale|15
ATP1O|Danse - répétition de spectacle|9e année|Ouvert|190
ATP2O|Danse - répétition de spectacle|10e année|Ouvert|210
ATP3M|Danse - répétition de spectacle|11e année|Filière préuniversitaire/précollégiale|280
ATP3O|Danse - répétition de spectacle|11e année|Ouvert|<10
ATP4M|Danse - répétition de spectacle|12e année|Filière préuniversitaire/précollégiale|245
ATR1O|Danse urbaine et hip-hop|9e année|Ouvert|<10
ATR2O|Danse urbaine et hip-hop|10e année|Ouvert|<10
ATR3M|Danse urbaine et hip-hop|11e année|Filière préuniversitaire/précollégiale|25
ATR4M|Danse urbaine et hip-hop|12e année|Filière préuniversitaire/précollégiale|<10
ATS2O|Danse de divertissement : danses populaires|10e année|Ouvert|<10
ATS3M|Danse de divertissement : danses populaires|11e année|Filière préuniversitaire/précollégiale|<10
ATS3O|Danse de divertissement : danses populaires|11e année|Ouvert|<10
ATS4M|Danse de divertissement : danses populaires|12e année|Filière préuniversitaire/précollégiale|25
ATU1O|Danse de comédie musicale|9e année|Ouvert|10
ATU2O|Danse de comédie musicale|10e année|Ouvert|15
ATU3M|Danse de comédie musicale|11e année|Filière préuniversitaire/précollégiale|70
ATU4M|Danse de comédie musicale|12e année|Filière préuniversitaire/précollégiale|65
ATZ1O|Danses du monde : danses ethnoculturelles|9e année|Ouvert|<10
ATZ2O|Danses du monde : danses ethnoculturelles|10e année|Ouvert|<10
AVA4T|Ideas and Imagery|12e année|Cours collégial, enseigné par le collège (DRC)|20
AVD4T|Fashion Desgin|12e année|Cours collégial, enseigné par le collège (DRC)|20
AVI1O|Arts visuels|9e année|Ouvert|48110
AVI2O|Arts visuels|10e année|Ouvert|31455
AVI3M|Arts visuels|11e année|Filière préuniversitaire/précollégiale|17645
AVI3O|Arts visuels|11e année|Ouvert|4505
AVI4E|Arts visuels|12e année|Filière préemploi|710
AVI4M|Arts visuels|12e année|Filière préuniversitaire/précollégiale|11070
AVP4T|Painting|12e année|Cours collégial, enseigné par le collège (DRC)|25
AWA1O|Métiers d'arts|9e année|Ouvert|370
AWA2O|Métiers d'arts|10e année|Ouvert|2145
AWA3M|Métiers d'arts|11e année|Filière préuniversitaire/précollégiale|110
AWA3O|Métiers d'arts|11e année|Ouvert|1835
AWA4M|Métiers d'arts|12e année|Filière préuniversitaire/précollégiale|285
AWC2O|Arts visuels - céramique et poterie|10e année|Ouvert|505
AWC3M|Arts visuels - céramique et poterie|11e année|Filière préuniversitaire/précollégiale|430
AWC3O|Arts visuels - céramique et poterie|11e année|Ouvert|525
AWC4M|Arts visuels - céramique et poterie|12e année|Filière préuniversitaire/précollégiale|395
AWD1O|Arts visuels - design appliqué|9e année|Ouvert|280
AWD2O|Arts visuels - design appliqué|10e année|Ouvert|815
AWD3M|Arts visuels - design appliqué|11e année|Filière préuniversitaire/précollégiale|1060
AWD3O|Arts visuels - design appliqué|11e année|Ouvert|265
AWD4M|Arts visuels - design appliqué|12e année|Filière préuniversitaire/précollégiale|1300
AWE2O|Arts visuels - graphisme de communication|10e année|Ouvert|115
AWE3M|Arts visuels - graphisme de communication|11e année|Filière préuniversitaire/précollégiale|415
AWE3O|Arts visuels - graphisme de communication|11e année|Ouvert|80
AWE4M|Arts visuels - graphisme de communication|12e année|Filière préuniversitaire/précollégiale|550
AWF1O|Arts visuels - design industriel|9e année|Ouvert|15
AWF2O|Arts visuels - design industriel|10e année|Ouvert|70
AWF3M|Arts visuels - design industriel|11e année|Filière préuniversitaire/précollégiale|20
AWF3O|Arts visuels - design industriel|11e année|Ouvert|50
AWF4M|Arts visuels - design industriel|12e année|Filière préuniversitaire/précollégiale|80
AWG4M|Arts visuels - design d'environnement|12e année|Filière préuniversitaire/précollégiale|<10
AWH3M|Arts visuels - design d'intérieur|11e année|Filière préuniversitaire/précollégiale|65
AWH3O|Arts visuels - design d'intérieur|11e année|Ouvert|115
AWH4M|Arts visuels - design d'intérieur|12e année|Filière préuniversitaire/précollégiale|75
AWI1O|Arts visuels - mode et textile|9e année|Ouvert|25
AWI2O|Arts visuels - mode et textile|10e année|Ouvert|190
AWI3M|Arts visuels - mode et textile|11e année|Filière préuniversitaire/précollégiale|210
AWI3O|Arts visuels - mode et textile|11e année|Ouvert|125
AWI4M|Arts visuels - mode et textile|12e année|Filière préuniversitaire/précollégiale|155
AWJ1O|Arts visuels - décor de spectacle|9e année|Ouvert|<10
AWJ2O|Arts visuels - décor de spectacle|10e année|Ouvert|30
AWJ3M|Arts visuels - décor de spectacle|11e année|Filière préuniversitaire/précollégiale|55
AWJ3O|Arts visuels - décor de spectacle|11e année|Ouvert|25
AWJ4M|Décor de spectacle : danse, musique, théâtre et autre|12e année|Filière préuniversitaire/précollégiale|20
AWK1O|Arts visuels - illustration|9e année|Ouvert|40
AWK2O|Arts visuels - illustration|10e année|Ouvert|70
AWK3M|Arts visuels - illustration|11e année|Filière préuniversitaire/précollégiale|200
AWK3O|Arts visuels - illustration|11e année|Ouvert|190
AWK4M|Arts visuels - illustration|12e année|Filière préuniversitaire/précollégiale|250
AWL1O|Arts visuels - dessin|9e année|Ouvert|75
AWL2O|Arts visuels - dessin|10e année|Ouvert|125
AWL3M|Arts visuels - dessin|11e année|Filière préuniversitaire/précollégiale|290
AWL3O|Arts visuels - dessin|11e année|Ouvert|145
AWL4M|Arts visuels - dessin|12e année|Filière préuniversitaire/précollégiale|280
AWM1O|Arts visuels - dessin et peinture|9e année|Ouvert|255
AWM2O|Arts visuels - dessin et peinture|10e année|Ouvert|480
AWM3M|Arts visuels - dessin et peinture|11e année|Filière préuniversitaire/précollégiale|790
AWM3O|Arts visuels - dessin et peinture|11e année|Ouvert|155
AWM4M|Arts visuels - dessin et peinture|12e année|Filière préuniversitaire/précollégiale|985
AWN2O|Arts visuels - peinture|10e année|Ouvert|15
AWN3M|Arts visuels - peinture|11e année|Filière préuniversitaire/précollégiale|75
AWN3O|Arts visuels - peinture|11e année|Ouvert|55
AWN4M|Arts visuels - peinture|12e année|Filière préuniversitaire/précollégiale|390
AWO2O|Arts visuels - techniques d'impression|10e année|Ouvert|50
AWO3M|Arts visuels - techniques d'impression|11e année|Filière préuniversitaire/précollégiale|150
AWO3O|Arts visuels - techniques d'impression|11e année|Ouvert|65
AWO4M|Arts visuels - techniques d'impression|12e année|Filière préuniversitaire/précollégiale|125
AWP2O|Arts visuels - sculpture|10e année|Ouvert|140
AWP3M|Arts visuels - sculpture|11e année|Filière préuniversitaire/précollégiale|245
AWP3O|Arts visuels - sculpture|11e année|Ouvert|255
AWP4M|Arts visuels - sculpture|12e année|Filière préuniversitaire/précollégiale|170
AWQ1O|Arts visuels - photographie|9e année|Ouvert|115
AWQ2O|Arts visuels - photographie|10e année|Ouvert|4580
AWQ3M|Arts visuels - photographie|11e année|Filière préuniversitaire/précollégiale|7615
AWQ3O|Arts visuels - photographie|11e année|Ouvert|4355
AWQ4M|Arts visuels - photographie|12e année|Filière préuniversitaire/précollégiale|4085
AWR1O|Arts visuels - cinéma/vidéo|9e année|Ouvert|50
AWR2O|Arts visuels - cinéma/vidéo|10e année|Ouvert|90
AWR3M|Arts visuels - cinéma/vidéo|11e année|Filière préuniversitaire/précollégiale|815
AWR3O|Arts visuels - cinéma/vidéo|11e année|Ouvert|230
AWR4M|Arts visuels - cinéma/vidéo|12e année|Filière préuniversitaire/précollégiale|820
AWS1O|Arts visuels - outils numériques|9e année|Ouvert|1045
AWS2O|Arts visuels - outils numériques|10e année|Ouvert|1395
AWS3M|Arts visuels - outils numériques|11e année|Filière préuniversitaire/précollégiale|1140
AWS3O|Arts visuels - outils numériques|11e année|Ouvert|295
AWS4M|Arts visuels - outils numériques|12e année|Filière préuniversitaire/précollégiale|790
AWT1O|Arts visuels - art expérimental|9e année|Ouvert|490
AWT2O|Arts visuels - art expérimental|10e année|Ouvert|470
AWT3M|Arts visuels - art expérimental|11e année|Filière préuniversitaire/précollégiale|500
AWT3O|Arts visuels - art expérimental|11e année|Ouvert|255
AWT4M|Arts visuels - art expérimental|12e année|Filière préuniversitaire/précollégiale|870
AWU1O|Arts visuels - histoire de l'art et cultures mondiales|9e année|Ouvert|20
AWU2O|Arts visuels - histoire de l'art et cultures mondiales|10e année|Ouvert|120
AWU3M|Arts visuels - histoire de l'art et cultures mondiales|11e année|Filière préuniversitaire/précollégiale|<10
AWU3O|Arts visuels - histoire de l'art et cultures mondiales|11e année|Ouvert|140
AWU4M|Arts visuels - histoire de l'art et cultures mondiales|12e année|Filière préuniversitaire/précollégiale|305
BAA4T|Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAF3M|Introduction à la comptabilité financière|11e année|Filière préuniversitaire/précollégiale|25575
BAI3E|Introduction à la comptabilité|11e année|Filière préemploi|175
BAN4E|comptabilité de la petite entreprise|12e année|Filière préemploi|15
BAT4M|Principes de comptabilité financière|12e année|Filière préuniversitaire/précollégiale|7830
BBA4T|Introduction to Business|12e année|Cours collégial, enseigné par le collège (DRC)|15
BBB4E|Introduction au commerce international|12e année|Filière préemploi|20
BBB4M|Principes de commerce international|12e année|Filière préuniversitaire/précollégiale|17135
BBF4T|Business, Its Nature and Environment|12e année|Cours collégial, enseigné par le collège (DRC)|45
BBI1O|Initiation aux affaires|9e année|Ouvert|5105
BBI2O|Initiation aux affaires|10e année|Ouvert|32480
BBJ4T|Introduction to Business Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBL4T|Business Law|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCA4T|Business Communications|12e année|Cours collégial, enseigné par le collège (DRC)|15
BCF4T|Service à la clientèle et aux pièces|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BDA4T|Entrepreneurship|12e année|Cours collégial, enseigné par le collège (DRC)|25
BDE4T|Entrepreneurial Exploration|12e année|Cours collégial, enseigné par le collège (DRC)|20
BDI3C|Introduction à l'entrepreneuriat|11e année|Filière précollégiale|8895
BDP3O|Esprit entrepreneurial|11e année|Ouvert|1195
BDV4C|Entrepreneuriat : planification d'une entreprise|12e année|Filière précollégiale|1510
BMA4T|Introduction to Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|65
BMB4T|Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|15
BMC4T|Visual Merchandising|12e année|Cours collégial, enseigné par le collège (DRC)|25
BMD4T|The Business of Advertising|12e année|Cours collégial, enseigné par le collège (DRC)|35
BME4T|Principes de marketing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMI3C|Principes de marketing|11e année|Filière précollégiale|16695
BMM4T|Foundations of Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|35
BMX3E|Marketing de la vente au détail et des services|11e année|Filière préemploi|955
BOA4T|Human Relations|12e année|Cours collégial, enseigné par le collège (DRC)|20
BOE4T|Gestion de projets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOG4E|Gestion d'une entreprise|12e année|Filière préemploi|385
BOH4M|Principes de gestion|12e année|Filière préuniversitaire/précollégiale|18635
BOI4T|Introductory Human Resources|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOM4T|Gestion des organisations|12e année|Cours collégial, enseigné par le collège (DRC)|20
BON4T|Conflict Management|12e année|Cours collégial, enseigné par le collège (DRC)|45
BOO4T|Principles of Human Resource Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTA3O|Technologies de l'information et de la communication : environnement informatisé|11e année|Ouvert|3035
BTB4T|Business Computer Application|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTT1O|Introduction aux technologies de l'information et de la communication|9e année|Ouvert|33845
BTT2O|Introduction aux technologies de l'information et de la communication|10e année|Ouvert|3515
BTX4C|Technologies de l'information et de la communication : solutions multimédias|12e année|Filière précollégiale|95
BTX4E|Technologies de l'information et de la communication en milieu de travail|12e année|Filière préemploi|145
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|12e année|Ouvert|650
CGC1D|Enjeux géographiques du Canada|9e année|Cours théorique|110190
CGC1P|Enjeux géographiques du Canada|9e année|Cours appliqué|39425
CGD3M|Géographie régionale|11e année|Filière préuniversitaire/précollégiale|480
CGF3M|Nature en action : un monde physique|11e année|Filière préuniversitaire/précollégiale|3490
CGG3O|Voyages et tourisme : une perspective géographique|11e année|Ouvert|10500
CGO4M|Les technologies spatiales en action|12e année|Filière préuniversitaire/précollégiale|205
CGR4E|Gestion durable des ressources et de l'environnement|12e année|Filière préemploi|325
CGR4M|Environnement et gestion des ressources|12e année|Filière préuniversitaire/précollégiale|3125
CGT3O|Introduction aux technologies spatiales|11e année|Ouvert|45
CGU4M|Le Canada et le monde : l'environnement urbain|12e année|Filière préuniversitaire/précollégiale|430
CGW4C|Problèmes mondiaux : une analyse géographique|12e année|Filière précollégiale|490
CGW4U|Problèmes mondiaux : une analyse géographique|12e année|Filière préuniversitaire|9920
CHA3U|Historie des États-Unis|11e année|Filière préuniversitaire|3920
CHC2D|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours théorique|102715
CHC2P|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours appliqué|39090
CHE3O|Origines et citoyenneté : histoire d'une communauté éthique au Canada|11e année|Ouvert|240
CHF4U|L'Ontario français|12e année|Filière préuniversitaire|<10
CHI4U|Histoire canadienne : identité et culture|12e année|Filière préuniversitaire|1045
CHM4E|Aventures en histoire mondiale|12e année|Filière préemploi|1385
CHT3O|Histoire mondiale depuis 1900 : grands courants et événements|11e année|Ouvert|1285
CHV2O|Civisme et citoyenneté|10e année|Ouvert|131575
CHW3M|Histoire mondiale jusqu'à la fin du XVe siècle|11e année|Filière préuniversitaire/précollégiale|10895
CHY4C|Histoire mondiale depuis le XVe siècle|12e année|Filière précollégiale|1470
CHY4U|Histoire mondiale depuis le XVe siècle|12e année|Filière préuniversitaire|10875
CIA4U|Analyse des grands enjeux économiques contemporains|12e année|Filière préuniversitaire|7825
CIC4E|Choix économiques : finances personnels|12e année|Filière préemploi|155
CIE3M|L'individu et l'économie|11e année|Filière préuniversitaire/précollégiale|2895
CIF4T|Economic Issues|12e année|Cours collégial, enseigné par le collège (DRC)|35
CLA4T|Canadian Law|12e année|Cours collégial, enseigné par le collège (DRC)|65
CLC4T|Techniques de défense|12e année|Cours collégial, enseigné par le collège (DRC)|20
CLD4T|Introduction aux professions en correction, sécurité et police|12e année|Cours collégial, enseigné par le collège (DRC)|10
CLE4T|Crime|12e année|Cours collégial, enseigné par le collège (DRC)|60
CLH4T|Security Fundamentals|12e année|Cours collégial, enseigné par le collège (DRC)|65
CLJ4T|Criminal and Civil Law|12e année|Cours collégial, enseigné par le collège (DRC)|25
CLK4T|Law Enforcement Communications|12e année|Cours collégial, enseigné par le collège (DRC)|20
CLN4C|Études juridiques|12e année|Filière précollégiale|1600
CLN4U|Le droit canadien et international|12e année|Filière préuniversitaire|20735
