Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
ADP3M|Théâtre - dramaturgie et développement théâtral|11e année|Filière préuniversitaire/précollégiale|88
ADP4M|Théâtre - dramaturgie et développement théâtral|12e année|Filière préuniversitaire/précollégiale|48
ADT3M|Théâtre - théâtre canadien|11e année|Filière préuniversitaire/précollégiale|18
ADT4M|Théâtre - théâtre canadien|12e année|Filière préuniversitaire/précollégiale|26
ADV1O|Théâtre - cinéma/vidéo|9e année|Ouvert|101
ADV2O|Théâtre - cinéma/vidéo|10e année|Ouvert|201
ADV3M|Théâtre - cinéma/vidéo|11e année|Filière préuniversitaire/précollégiale|529
ADV3O|Théâtre - cinéma/vidéo|11e année|Ouvert|96
ADV4M|Théâtre - cinéma/vidéo|12e année|Filière préuniversitaire/précollégiale|356
AEA3O|Exploration et création artistique|11e année|Ouvert|240
AEA4O|Exploration et création artistique|12e année|Ouvert|1456
AEB4T|Exploring Art and Design|12e année|Cours collégial, enseigné par le collège (DRC)|26
AED4T|Art and Design Portfolio Development|12e année|Cours collégial, enseigné par le collège (DRC)|31
AEF4T|Design|12e année|Cours collégial, enseigné par le collège (DRC)|16
AEG4T|Elements, Principles and History of Design|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AEH4T|Elements of Décor|12e année|Cours collégial, enseigné par le collège (DRC)|26
AEI4T|Colour in Décor|12e année|Cours collégial, enseigné par le collège (DRC)|12
AEL4T|Basic  Design|12e année|Cours collégial, enseigné par le collège (DRC)|14
AEM4T|Composition and Creativity|12e année|Cours collégial, enseigné par le collège (DRC)|20
AFA4T|Illustration|12e année|Cours collégial, enseigné par le collège (DRC)|30
AFB4T|Painting and Drawing|12e année|Cours collégial, enseigné par le collège (DRC)|16
AFD4T|Drawing|12e année|Cours collégial, enseigné par le collège (DRC)|30
AFE4T|Basic Digital Photography|12e année|Cours collégial, enseigné par le collège (DRC)|17
AFG4T|2D Digital Art|12e année|Cours collégial, enseigné par le collège (DRC)|36
AFI4T|Digital Photography and Image Editing|12e année|Cours collégial, enseigné par le collège (DRC)|78
AFJ4T|Digital Art and Design|12e année|Cours collégial, enseigné par le collège (DRC)|45
AFK4T|Digital Photography Techniques|12e année|Cours collégial, enseigné par le collège (DRC)|124
AFL4T|Introduction à la photographie|12e année|Cours collégial, enseigné par le collège (DRC)|14
AFR4T|Modelling and Animation|12e année|Cours collégial, enseigné par le collège (DRC)|18
AHA4T|History of Popular Music|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHB4T|Musical Theatre Production|12e année|Cours collégial, enseigné par le collège (DRC)|11
AHE4T|Music and Society|12e année|Cours collégial, enseigné par le collège (DRC)|35
AHF4T|Good Vibrations: The Evolution of Popular Music|12e année|Cours collégial, enseigné par le collège (DRC)|61
AHG4T|Canadian Music Industry|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHI4T|Art History and Appreciation|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHK4T|History of Popular Music II|12e année|Cours collégial, enseigné par le collège (DRC)|17
AHL4T|History of Rock and Roll|12e année|Cours collégial, enseigné par le collège (DRC)|11
ALC1O|Arts intégrés|9e année|Ouvert|3925
ALC2O|Arts intégrés|10e année|Ouvert|361
AMB1O|Musique instrumentale - cuivres|9e année|Ouvert|80
AMB2O|Musique instrumentale - cuivres|10e année|Ouvert|29
AMB3M|Musique instrumentale - cuivres|11e année|Filière préuniversitaire/précollégiale|39
AMB3O|Musique instrumentale - cuivres|11e année|Ouvert|65
AMB4M|Musique instrumentale - cuivres|12e année|Filière préuniversitaire/précollégiale|40
AMC1O|Composition musicale|9e année|Ouvert|165
AMC2O|Composition musicale|10e année|Ouvert|467
AMC3M|Composition musicale|11e année|Filière préuniversitaire/précollégiale|277
AMC3O|Composition musicale|11e année|Ouvert|126
AMC4M|Composition musicale|12e année|Filière préuniversitaire/précollégiale|305
AMD1O|Musique électronique|9e année|Ouvert|10
AMD2O|Musique électronique|10e année|Ouvert|20
AMD3M|Musique électronique|11e année|Filière préuniversitaire/précollégiale|81
AMD3O|Musique électronique|11e année|Ouvert|54
AMD4M|Musique électronique|12e année|Filière préuniversitaire/précollégiale|53
AME1O|Petits ensembles|9e année|Ouvert|133
AME2O|Petits ensembles|10e année|Ouvert|310
AME3M|Petits ensembles|11e année|Filière préuniversitaire/précollégiale|234
AME3O|Petits ensembles|11e année|Ouvert|98
AME4M|Petits ensembles|12e année|Filière préuniversitaire/précollégiale|236
AMG1O|Guitare|9e année|Ouvert|1784
AMG2O|Guitare|10e année|Ouvert|7667
AMG3M|Guitare|11e année|Filière préuniversitaire/précollégiale|1533
AMG3O|Guitare|11e année|Ouvert|2677
AMG4M|Guitare|12e année|Filière préuniversitaire/précollégiale|1394
AMH1O|Orchestre de scène|9e année|Ouvert|84
AMH2O|Orchestre de scène|10e année|Ouvert|268
AMH3M|Orchestre de scène|11e année|Filière préuniversitaire/précollégiale|412
AMH3O|Orchestre de scène|11e année|Ouvert|62
AMH4M|Orchestre de scène|12e année|Filière préuniversitaire/précollégiale|448
AMI1O|Musique instrumentale - harmonie|9e année|Ouvert|12494
AMI2O|Musique instrumentale - harmonie|10e année|Ouvert|6764
AMI3M|Musique instrumentale - harmonie|11e année|Filière préuniversitaire/précollégiale|4103
AMI3O|Musique instrumentale - harmonie|11e année|Ouvert|89
AMI4M|Musique instrumentale - harmonie|12e année|Filière préuniversitaire/précollégiale|3048
AMJ1O|Jazz vocal|9e année|Ouvert|19
AMJ2O|Jazz vocal|10e année|Ouvert|93
AMJ3M|Jazz vocal|11e année|Filière préuniversitaire/précollégiale|111
AMJ3O|Jazz vocal|11e année|Ouvert|28
AMJ4M|Jazz vocal|12e année|Filière préuniversitaire/précollégiale|145
AMK1O|Clavier|9e année|Ouvert|646
AMK2O|Clavier|10e année|Ouvert|1560
AMK3M|Clavier|11e année|Filière préuniversitaire/précollégiale|537
AMK3O|Clavier|11e année|Ouvert|221
AMK4M|Clavier|12e année|Filière préuniversitaire/précollégiale|343
AMM1O|La musique et l'ordinateur|9e année|Ouvert|123
AMM2O|La musique et l'ordinateur|10e année|Ouvert|519
AMM3M|La musique et l'ordinateur|11e année|Filière préuniversitaire/précollégiale|439
AMM3O|La musique et l'ordinateur|11e année|Ouvert|214
AMM4M|La musique et l'ordinateur|12e année|Filière préuniversitaire/précollégiale|198
AMO1O|Musique instrumentale - orchestre|9e année|Ouvert|291
AMO2O|Musique instrumentale - orchestre|10e année|Ouvert|134
AMO3M|Musique instrumentale - orchestre|11e année|Filière préuniversitaire/précollégiale|234
AMO3O|Musique instrumentale - orchestre|11e année|Ouvert|<10
AMO4M|Musique instrumentale - orchestre|12e année|Filière préuniversitaire/précollégiale|190
AMP1O|Musique instrumentale - percussion|9e année|Ouvert|164
AMP2O|Musique instrumentale - percussion|10e année|Ouvert|324
AMP3M|Musique instrumentale - percussion|11e année|Filière préuniversitaire/précollégiale|44
AMP3O|Musique instrumentale - percussion|11e année|Ouvert|97
AMP4M|Musique instrumentale - percussion|12e année|Filière préuniversitaire/précollégiale|45
AMQ1O|Tambours d'acier|9e année|Ouvert|228
AMQ2O|Tambours d'acier|10e année|Ouvert|226
AMQ3M|Tambours d'acier|11e année|Filière préuniversitaire/précollégiale|89
AMQ3O|Tambours d'acier|11e année|Ouvert|22
AMQ4M|Tambours d'acier|12e année|Filière préuniversitaire/précollégiale|45
AMR1O|Répertoire|9e année|Ouvert|3627
AMR2O|Répertoire|10e année|Ouvert|3427
AMR3M|Répertoire|11e année|Filière préuniversitaire/précollégiale|2587
AMR3O|Répertoire|11e année|Ouvert|743
AMR4M|Répertoire|12e année|Filière préuniversitaire/précollégiale|2329
AMS1O|Musique instrumentale - cordes|9e année|Ouvert|1805
AMS2O|Musique instrumentale - cordes|10e année|Ouvert|1244
AMS3M|Musique instrumentale - cordes|11e année|Filière préuniversitaire/précollégiale|816
AMS3O|Musique instrumentale - cordes|11e année|Ouvert|35
AMS4M|Musique instrumentale - cordes|12e année|Filière préuniversitaire/précollégiale|643
AMT1O|Théâtre musical|9e année|Ouvert|92
AMT2O|Théâtre musical|10e année|Ouvert|228
AMT3M|Théâtre musical|11e année|Filière préuniversitaire/précollégiale|707
AMT3O|Théâtre musical|11e année|Ouvert|162
AMT4M|Théâtre musical|12e année|Filière préuniversitaire/précollégiale|648
AMU1O|Musique|9e année|Ouvert|14176
AMU2O|Musique|10e année|Ouvert|6966
AMU3M|Musique|11e année|Filière préuniversitaire/précollégiale|3970
AMU3O|Musique|11e année|Ouvert|509
AMU4E|Musique|12e année|Filière préemploi|87
AMU4M|Musique|12e année|Filière préuniversitaire/précollégiale|2902
AMV1O|Musique vocale ou chorale|9e année|Ouvert|4134
AMV2O|Musique vocale ou chorale|10e année|Ouvert|4281
AMV3M|Musique vocale ou chorale|11e année|Filière préuniversitaire/précollégiale|2582
AMV3O|Musique vocale ou chorale|11e année|Ouvert|637
AMV4M|Musique vocale ou chorale|12e année|Filière préuniversitaire/précollégiale|2274
AMW1O|Musique - bois|9e année|Ouvert|124
AMW2O|Musique - bois|10e année|Ouvert|65
AMW3M|Musique - bois|11e année|Filière préuniversitaire/précollégiale|79
AMW3O|Musique - bois|11e année|Ouvert|<10
AMW4M|Musique - bois|12e année|Filière préuniversitaire/précollégiale|73
AMX3M|Musique - externe (conservatoire)|11e année|Filière préuniversitaire/précollégiale|236
AMX4M|Musique - externe (conservatoire)|12e année|Filière préuniversitaire/précollégiale|404
ASA4T|Media and the Arts|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ASM2O|Arts médiatiques|10e année|Ouvert|9334
ASM3M|Arts médiatiques|11e année|Filière préuniversitaire/précollégiale|3272
ASM3O|Arts médiatiques|11e année|Ouvert|3120
ASM4E|Arts médiatiques|12e année|Filière préemploi|93
ASM4M|Arts médiatiques|12e année|Filière préuniversitaire/précollégiale|2211
ASM4O|Arts médiatiques|12e année|Ouvert|<10
ATA4T|Basic Jazz|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATB1O|Danse - ballet|9e année|Ouvert|268
ATB2O|Danse - ballet|10e année|Ouvert|281
ATB3M|Danse - ballet|11e année|Filière préuniversitaire/précollégiale|269
ATB3O|Danse - ballet|11e année|Ouvert|<10
ATB4M|Danse - ballet|12e année|Filière préuniversitaire/précollégiale|161
ATC1O|Danse|9e année|Ouvert|3267
ATC2O|Danse|10e année|Ouvert|5264
ATC3M|Danse|11e année|Filière préuniversitaire/précollégiale|2436
ATC3O|Danse|11e année|Ouvert|722
ATC4E|Danse|12e année|Filière préemploi|31
ATC4M|Danse|12e année|Filière préuniversitaire/précollégiale|1760
ATD1O|Composition chorégraphique|9e année|Ouvert|<10
ATD2O|Composition chorégraphique|10e année|Ouvert|<10
ATD3M|Composition chorégraphique|11e année|Filière préuniversitaire/précollégiale|45
ATD4M|Composition chorégraphique|12e année|Filière préuniversitaire/précollégiale|202
ATF2O|Danse africaine|10e année|Ouvert|<10
ATF3M|Danse africaine|11e année|Filière préuniversitaire/précollégiale|11
ATF4M|Danse africaine|12e année|Filière préuniversitaire/précollégiale|<10
ATG3O|Danse anglaise/irlandaise/écossaise|11e année|Ouvert|<10
ATH4M|Histoire de la danse|12e année|Filière préuniversitaire/précollégiale|<10
ATJ1O|Danse - jazz|9e année|Ouvert|10
ATJ2O|Danse - jazz|10e année|Ouvert|121
ATJ3M|Danse - jazz|11e année|Filière préuniversitaire/précollégiale|58
ATJ4M|Danse - jazz|12e année|Filière préuniversitaire/précollégiale|14
ATL1O|Danse du Centre et du Sud de l'Amérique|9e année|Ouvert|<10
ATL3M|Danse du Centre et du Sud de l'Amérique|11e année|Filière préuniversitaire/précollégiale|31
ATM1O|Danse moderne|9e année|Ouvert|249
ATM2O|Danse moderne|10e année|Ouvert|249
ATM3M|Danse moderne|11e année|Filière préuniversitaire/précollégiale|228
ATM4M|Danse moderne|12e année|Filière préuniversitaire/précollégiale|201
ATO2O|Danse de l'Asie/du Cercle du Pacifique|10e année|Ouvert|14
ATO3M|Danse de l'Asie/du Cercle du Pacifique|11e année|Filière préuniversitaire/précollégiale|12
ATO3O|Danse de l'Asie/du Cercle du Pacifique|11e année|Ouvert|<10
ATO4M|Danse de l'Asie/du Cercle du Pacifique|12e année|Filière préuniversitaire/précollégiale|11
ATP1O|Danse - répétition de spectacle|9e année|Ouvert|199
ATP2O|Danse - répétition de spectacle|10e année|Ouvert|233
ATP3M|Danse - répétition de spectacle|11e année|Filière préuniversitaire/précollégiale|242
ATP3O|Danse - répétition de spectacle|11e année|Ouvert|<10
ATP4M|Danse - répétition de spectacle|12e année|Filière préuniversitaire/précollégiale|252
ATR3M|Danse urbaine et hip-hop|11e année|Filière préuniversitaire/précollégiale|11
ATS2O|Danse de divertissement : danses populaires|10e année|Ouvert|20
ATS4M|Danse de divertissement : danses populaires|12e année|Filière préuniversitaire/précollégiale|<10
ATU2O|Danse de comédie musicale|10e année|Ouvert|13
ATU3M|Danse de comédie musicale|11e année|Filière préuniversitaire/précollégiale|54
ATU3O|Danse de comédie musicale|11e année|Ouvert|12
ATU4M|Danse de comédie musicale|12e année|Filière préuniversitaire/précollégiale|70
ATV4T|Ballet|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATY4T|Movement and Dance|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATZ3O|Danses du monde : danses ethnoculturelles|11e année|Ouvert|12
AVA4T|Ideas and Imagery|12e année|Cours collégial, enseigné par le collège (DRC)|20
AVD4T|Fashion Desgin|12e année|Cours collégial, enseigné par le collège (DRC)|36
AVI1O|Arts visuels|9e année|Ouvert|50039
AVI2O|Arts visuels|10e année|Ouvert|32241
AVI3M|Arts visuels|11e année|Filière préuniversitaire/précollégiale|17975
AVI3O|Arts visuels|11e année|Ouvert|4906
AVI4E|Arts visuels|12e année|Filière préemploi|550
AVI4M|Arts visuels|12e année|Filière préuniversitaire/précollégiale|11906
AWA1O|Métiers d'arts|9e année|Ouvert|420
AWA2O|Métiers d'arts|10e année|Ouvert|2535
AWA3M|Métiers d'arts|11e année|Filière préuniversitaire/précollégiale|98
AWA3O|Métiers d'arts|11e année|Ouvert|1750
AWA4M|Métiers d'arts|12e année|Filière préuniversitaire/précollégiale|342
AWC2O|Arts visuels - céramique et poterie|10e année|Ouvert|597
AWC3M|Arts visuels - céramique et poterie|11e année|Filière préuniversitaire/précollégiale|418
AWC3O|Arts visuels - céramique et poterie|11e année|Ouvert|570
AWC4M|Arts visuels - céramique et poterie|12e année|Filière préuniversitaire/précollégiale|363
AWD1O|Arts visuels - design appliqué|9e année|Ouvert|314
AWD2O|Arts visuels - design appliqué|10e année|Ouvert|633
AWD3M|Arts visuels - design appliqué|11e année|Filière préuniversitaire/précollégiale|1148
AWD3O|Arts visuels - design appliqué|11e année|Ouvert|321
AWD4M|Arts visuels - design appliqué|12e année|Filière préuniversitaire/précollégiale|1328
AWE2O|Arts visuels - graphisme de communication|10e année|Ouvert|87
AWE3M|Arts visuels - graphisme de communication|11e année|Filière préuniversitaire/précollégiale|358
AWE3O|Arts visuels - graphisme de communication|11e année|Ouvert|210
AWE4M|Arts visuels - graphisme de communication|12e année|Filière préuniversitaire/précollégiale|504
AWF2O|Arts visuels - design industriel|10e année|Ouvert|78
AWF3M|Arts visuels - design industriel|11e année|Filière préuniversitaire/précollégiale|27
AWF3O|Arts visuels - design industriel|11e année|Ouvert|22
AWF4M|Arts visuels - design industriel|12e année|Filière préuniversitaire/précollégiale|57
AWG3M|Arts visuels - design d'environnement|11e année|Filière préuniversitaire/précollégiale|14
AWG3O|Arts visuels - design d'environnement|11e année|Ouvert|17
AWG4M|Arts visuels - design d'environnement|12e année|Filière préuniversitaire/précollégiale|<10
AWH2O|Arts visuels - design d'intérieur|10e année|Ouvert|18
AWH3M|Arts visuels - design d'intérieur|11e année|Filière préuniversitaire/précollégiale|87
AWH3O|Arts visuels - design d'intérieur|11e année|Ouvert|100
AWH4M|Arts visuels - design d'intérieur|12e année|Filière préuniversitaire/précollégiale|107
AWI1O|Arts visuels - mode et textile|9e année|Ouvert|38
AWI2O|Arts visuels - mode et textile|10e année|Ouvert|290
AWI3M|Arts visuels - mode et textile|11e année|Filière préuniversitaire/précollégiale|233
AWI3O|Arts visuels - mode et textile|11e année|Ouvert|163
AWI4M|Arts visuels - mode et textile|12e année|Filière préuniversitaire/précollégiale|105
AWJ2O|Arts visuels - décor de spectacle|10e année|Ouvert|13
AWJ3M|Arts visuels - décor de spectacle|11e année|Filière préuniversitaire/précollégiale|69
AWJ3O|Arts visuels - décor de spectacle|11e année|Ouvert|50
AWJ4M|Décor de spectacle : danse, musique, théâtre et autre|12e année|Filière préuniversitaire/précollégiale|48
AWK1O|Arts visuels - illustration|9e année|Ouvert|24
AWK2O|Arts visuels - illustration|10e année|Ouvert|127
AWK3M|Arts visuels - illustration|11e année|Filière préuniversitaire/précollégiale|124
AWK3O|Arts visuels - illustration|11e année|Ouvert|80
AWK4M|Arts visuels - illustration|12e année|Filière préuniversitaire/précollégiale|225
AWL1O|Arts visuels - dessin|9e année|Ouvert|72
AWL2O|Arts visuels - dessin|10e année|Ouvert|118
AWL3M|Arts visuels - dessin|11e année|Filière préuniversitaire/précollégiale|420
AWL3O|Arts visuels - dessin|11e année|Ouvert|175
AWL4M|Arts visuels - dessin|12e année|Filière préuniversitaire/précollégiale|273
AWM1O|Arts visuels - dessin et peinture|9e année|Ouvert|292
AWM2O|Arts visuels - dessin et peinture|10e année|Ouvert|466
AWM3M|Arts visuels - dessin et peinture|11e année|Filière préuniversitaire/précollégiale|804
AWM3O|Arts visuels - dessin et peinture|11e année|Ouvert|329
AWM4M|Arts visuels - dessin et peinture|12e année|Filière préuniversitaire/précollégiale|1268
AWN2O|Arts visuels - peinture|10e année|Ouvert|67
AWN3M|Arts visuels - peinture|11e année|Filière préuniversitaire/précollégiale|96
AWN3O|Arts visuels - peinture|11e année|Ouvert|78
AWN4M|Arts visuels - peinture|12e année|Filière préuniversitaire/précollégiale|365
AWO1O|Arts visuels - techniques d'impression|9e année|Ouvert|18
AWO2O|Arts visuels - techniques d'impression|10e année|Ouvert|127
AWO3M|Arts visuels - techniques d'impression|11e année|Filière préuniversitaire/précollégiale|231
AWO3O|Arts visuels - techniques d'impression|11e année|Ouvert|179
AWO4M|Arts visuels - techniques d'impression|12e année|Filière préuniversitaire/précollégiale|185
AWP2O|Arts visuels - sculpture|10e année|Ouvert|236
AWP3M|Arts visuels - sculpture|11e année|Filière préuniversitaire/précollégiale|253
AWP3O|Arts visuels - sculpture|11e année|Ouvert|229
AWP4M|Arts visuels - sculpture|12e année|Filière préuniversitaire/précollégiale|288
AWQ1O|Arts visuels - photographie|9e année|Ouvert|88
AWQ2O|Arts visuels - photographie|10e année|Ouvert|3667
AWQ3M|Arts visuels - photographie|11e année|Filière préuniversitaire/précollégiale|7009
AWQ3O|Arts visuels - photographie|11e année|Ouvert|5102
AWQ4M|Arts visuels - photographie|12e année|Filière préuniversitaire/précollégiale|4280
AWR1O|Arts visuels - cinéma/vidéo|9e année|Ouvert|41
AWR2O|Arts visuels - cinéma/vidéo|10e année|Ouvert|151
AWR3M|Arts visuels - cinéma/vidéo|11e année|Filière préuniversitaire/précollégiale|849
AWR3O|Arts visuels - cinéma/vidéo|11e année|Ouvert|515
AWR4M|Arts visuels - cinéma/vidéo|12e année|Filière préuniversitaire/précollégiale|922
AWS1O|Arts visuels - outils numériques|9e année|Ouvert|715
AWS2O|Arts visuels - outils numériques|10e année|Ouvert|1263
AWS3M|Arts visuels - outils numériques|11e année|Filière préuniversitaire/précollégiale|1178
AWS3O|Arts visuels - outils numériques|11e année|Ouvert|361
AWS4M|Arts visuels - outils numériques|12e année|Filière préuniversitaire/précollégiale|769
AWT1O|Arts visuels - art expérimental|9e année|Ouvert|145
AWT2O|Arts visuels - art expérimental|10e année|Ouvert|534
AWT3M|Arts visuels - art expérimental|11e année|Filière préuniversitaire/précollégiale|345
AWT3O|Arts visuels - art expérimental|11e année|Ouvert|314
AWT4M|Arts visuels - art expérimental|12e année|Filière préuniversitaire/précollégiale|816
AWU2O|Arts visuels - histoire de l'art et cultures mondiales|10e année|Ouvert|97
AWU3M|Arts visuels - histoire de l'art et cultures mondiales|11e année|Filière préuniversitaire/précollégiale|18
AWU3O|Arts visuels - histoire de l'art et cultures mondiales|11e année|Ouvert|170
AWU4M|Arts visuels - histoire de l'art et cultures mondiales|12e année|Filière préuniversitaire/précollégiale|153
BAA4T|Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAB4T|Accounting Basics|12e année|Cours collégial, enseigné par le collège (DRC)|17
BAC4T|Comptabilité financière|12e année|Cours collégial, enseigné par le collège (DRC)|12
BAD4T|Administrative Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAF3M|Introduction à la comptabilité financière|11e année|Filière préuniversitaire/précollégiale|26325
BAI3E|Introduction à la comptabilité|11e année|Filière préemploi|447
BAJ4T|Accounting Basics II|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAN4E|comptabilité de la petite entreprise|12e année|Filière préemploi|74
BAT4M|Principes de comptabilité financière|12e année|Filière préuniversitaire/précollégiale|9874
BBA4T|Introduction to Business|12e année|Cours collégial, enseigné par le collège (DRC)|12
BBB4E|Introduction au commerce international|12e année|Filière préemploi|37
BBB4M|Principes de commerce international|12e année|Filière préuniversitaire/précollégiale|16806
BBE4T|Business in a Global Environment|12e année|Cours collégial, enseigné par le collège (DRC)|116
BBF4T|Business, Its Nature and Environment|12e année|Cours collégial, enseigné par le collège (DRC)|11
BBG4T|Principes de gestion|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBI1O|Initiation aux affaires|9e année|Ouvert|3835
BBI2O|Initiation aux affaires|10e année|Ouvert|25697
BBL4T|Business Law|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBP4T|Introduction to Small Business|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBT4T|Business Fundamentals|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBV4T|Operational Management|12e année|Cours collégial, enseigné par le collège (DRC)|30
BCA4T|Business Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCB4T|Consumer Behaviour|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCF4T|Customer Service|12e année|Cours collégial, enseigné par le collège (DRC)|86
BCH4T|Communications et relations interpersonnelles|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BDA4T|Entrepreneurship|12e année|Cours collégial, enseigné par le collège (DRC)|13
BDB4T|Entrepreneurship and Small Business|12e année|Cours collégial, enseigné par le collège (DRC)|14
BDI3C|Introduction à l'entrepreneuriat|11e année|Filière précollégiale|9482
BDP3O|Esprit entrepreneurial|11e année|Ouvert|1025
BDV4C|Entrepreneuriat : planification d'une entreprise|12e année|Filière précollégiale|1826
BMA4T|Introduction to Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|99
BMB4T|Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|59
BMC4T|Visual Merchandising|12e année|Cours collégial, enseigné par le collège (DRC)|18
BMD4T|The Business of Advertising|12e année|Cours collégial, enseigné par le collège (DRC)|18
BME4T|Principes de marketing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMI3C|Principes de marketing|11e année|Filière précollégiale|15710
BMO4T|Automotive After Market|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMX3E|Marketing de la vente au détail et des services|11e année|Filière préemploi|2081
BOA4T|Human Relations|12e année|Cours collégial, enseigné par le collège (DRC)|24
BOB4T|Organizational Behaviour|12e année|Cours collégial, enseigné par le collège (DRC)|10
BOC4T|Office Procedures|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOE4T|Gestion de projets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOG4E|Gestion d'une entreprise|12e année|Filière préemploi|863
BOH4M|Principes de gestion|12e année|Filière préuniversitaire/précollégiale|17721
BOI4T|Introductory Human Resources|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOM4T|Operations Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BON4T|Conflict Management|12e année|Cours collégial, enseigné par le collège (DRC)|43
BTA3O|Technologies de l'information et de la communication : environnement informatisé|11e année|Ouvert|6346
BTB4T|Business Computer Application|12e année|Cours collégial, enseigné par le collège (DRC)|31
BTG4T|Computer Applications for Business and Technology|12e année|Cours collégial, enseigné par le collège (DRC)|17
BTT1O|Introduction aux technologies de l'information et de la communication|9e année|Ouvert|41305
BTT2O|Introduction aux technologies de l'information et de la communication|10e année|Ouvert|4206
BTX4C|Technologies de l'information et de la communication : solutions multimédias|12e année|Filière précollégiale|441
BTX4E|Technologies de l'information et de la communication en milieu de travail|12e année|Filière préemploi|389
CCL3O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|11e année|Ouvert|<10
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|12e année|Ouvert|917
CGC1D|Enjeux géographiques du Canada|9e année|Cours théorique|103848
CGC1P|Enjeux géographiques du Canada|9e année|Cours appliqué|44789
CGD3M|Géographie régionale|11e année|Filière préuniversitaire/précollégiale|252
CGF3M|Nature en action : un monde physique|11e année|Filière préuniversitaire/précollégiale|4042
CGG3O|Voyages et tourisme : une perspective géographique|11e année|Ouvert|12908
CGO4M|Les technologies spatiales en action|12e année|Filière préuniversitaire/précollégiale|345
CGR4E|Gestion durable des ressources et de l'environnement|12e année|Filière préemploi|351
CGR4M|Environnement et gestion des ressources|12e année|Filière préuniversitaire/précollégiale|5143
CGT3E|Géographie et technologie : les outils du géographe|11e année|Filière préemploi|36
CGT3O|Introduction aux technologies spatiales|11e année|Ouvert|104
CGU4C|Géographie mondiale : le milieu urbain|12e année|Filière précollégiale|11
