Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
AMO3M|Musique instrumentale - orchestre|11e année|Filière préuniversitaire/précollégiale|103
AMO3O|Musique instrumentale - orchestre|11e année|Ouvert|<10
AMO4M|Musique instrumentale - orchestre|12e année|Filière préuniversitaire/précollégiale|75
AMP1O|Musique instrumentale - percussion|9e année|Ouvert|174
AMP2O|Musique instrumentale - percussion|10e année|Ouvert|171
AMP3M|Musique instrumentale - percussion|11e année|Filière préuniversitaire/précollégiale|68
AMP3O|Musique instrumentale - percussion|11e année|Ouvert|23
AMP4M|Musique instrumentale - percussion|12e année|Filière préuniversitaire/précollégiale|30
AMQ1O|Tambours d'acier|9e année|Ouvert|141
AMQ2O|Tambours d'acier|10e année|Ouvert|202
AMQ3M|Tambours d'acier|11e année|Filière préuniversitaire/précollégiale|78
AMQ3O|Tambours d'acier|11e année|Ouvert|14
AMQ4M|Tambours d'acier|12e année|Filière préuniversitaire/précollégiale|48
AMR1O|Répertoire|9e année|Ouvert|3367
AMR2O|Répertoire|10e année|Ouvert|4017
AMR3M|Répertoire|11e année|Filière préuniversitaire/précollégiale|3016
AMR3O|Répertoire|11e année|Ouvert|282
AMR4M|Répertoire|12e année|Filière préuniversitaire/précollégiale|2184
AMS1O|Musique instrumentale - cordes|9e année|Ouvert|1976
AMS2O|Musique instrumentale - cordes|10e année|Ouvert|1165
AMS3M|Musique instrumentale - cordes|11e année|Filière préuniversitaire/précollégiale|750
AMS3O|Musique instrumentale - cordes|11e année|Ouvert|102
AMS4M|Musique instrumentale - cordes|12e année|Filière préuniversitaire/précollégiale|558
AMT1O|Théâtre musical|9e année|Ouvert|95
AMT2O|Théâtre musical|10e année|Ouvert|274
AMT3M|Théâtre musical|11e année|Filière préuniversitaire/précollégiale|584
AMT3O|Théâtre musical|11e année|Ouvert|85
AMT4M|Théâtre musical|12e année|Filière préuniversitaire/précollégiale|554
AMU1O|Musique|9e année|Ouvert|14292
AMU2O|Musique|10e année|Ouvert|6883
AMU3M|Musique|11e année|Filière préuniversitaire/précollégiale|3659
AMU3O|Musique|11e année|Ouvert|407
AMU4E|Musique|12e année|Filière préemploi|63
AMU4M|Musique|12e année|Filière préuniversitaire/précollégiale|2651
AMV1O|Musique vocale ou chorale|9e année|Ouvert|3556
AMV2O|Musique vocale ou chorale|10e année|Ouvert|3812
AMV3M|Musique vocale ou chorale|11e année|Filière préuniversitaire/précollégiale|2349
AMV3O|Musique vocale ou chorale|11e année|Ouvert|312
AMV4M|Musique vocale ou chorale|12e année|Filière préuniversitaire/précollégiale|2155
AMW1O|Musique - bois|9e année|Ouvert|155
AMW2O|Musique - bois|10e année|Ouvert|52
AMW3M|Musique - bois|11e année|Filière préuniversitaire/précollégiale|64
AMW4M|Musique - bois|12e année|Filière préuniversitaire/précollégiale|49
AMX3M|Musique - externe (conservatoire)|11e année|Filière préuniversitaire/précollégiale|237
AMX4M|Musique - externe (conservatoire)|12e année|Filière préuniversitaire/précollégiale|408
ASA4T|Media and the Arts|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ASM2O|Arts médiatiques|10e année|Ouvert|8821
ASM3M|Arts médiatiques|11e année|Filière préuniversitaire/précollégiale|3437
ASM3O|Arts médiatiques|11e année|Ouvert|2441
ASM4E|Arts médiatiques|12e année|Filière préemploi|133
ASM4M|Arts médiatiques|12e année|Filière préuniversitaire/précollégiale|2230
ASM4O|Arts médiatiques|12e année|Ouvert|<10
ATB1O|Danse - ballet|9e année|Ouvert|304
ATB2O|Danse - ballet|10e année|Ouvert|273
ATB3M|Danse - ballet|11e année|Filière préuniversitaire/précollégiale|293
ATB3O|Danse - ballet|11e année|Ouvert|<10
ATB4M|Danse - ballet|12e année|Filière préuniversitaire/précollégiale|162
ATC1O|Danse|9e année|Ouvert|3402
ATC2O|Danse|10e année|Ouvert|4526
ATC3M|Danse|11e année|Filière préuniversitaire/précollégiale|2233
ATC3O|Danse|11e année|Ouvert|599
ATC4E|Danse|12e année|Filière préemploi|17
ATC4M|Danse|12e année|Filière préuniversitaire/précollégiale|1498
ATD1O|Composition chorégraphique|9e année|Ouvert|20
ATD2O|Composition chorégraphique|10e année|Ouvert|12
ATD3M|Composition chorégraphique|11e année|Filière préuniversitaire/précollégiale|58
ATD4M|Composition chorégraphique|12e année|Filière préuniversitaire/précollégiale|229
ATF3O|Danse africaine|11e année|Ouvert|<10
ATJ1O|Danse - jazz|9e année|Ouvert|<10
ATJ2O|Danse - jazz|10e année|Ouvert|79
ATJ3M|Danse - jazz|11e année|Filière préuniversitaire/précollégiale|25
ATJ4M|Danse - jazz|12e année|Filière préuniversitaire/précollégiale|20
ATK3O|Danse des Caraïbes|11e année|Ouvert|<10
ATL3M|Danse du Centre et du Sud de l'Amérique|11e année|Filière préuniversitaire/précollégiale|13
ATM1O|Danse moderne|9e année|Ouvert|274
ATM2O|Danse moderne|10e année|Ouvert|262
ATM3M|Danse moderne|11e année|Filière préuniversitaire/précollégiale|245
ATM4M|Danse moderne|12e année|Filière préuniversitaire/précollégiale|220
ATO2O|Danse de l'Asie/du Cercle du Pacifique|10e année|Ouvert|16
ATO3M|Danse de l'Asie/du Cercle du Pacifique|11e année|Filière préuniversitaire/précollégiale|<10
ATO3O|Danse de l'Asie/du Cercle du Pacifique|11e année|Ouvert|16
ATO4M|Danse de l'Asie/du Cercle du Pacifique|12e année|Filière préuniversitaire/précollégiale|16
ATP1O|Danse - répétition de spectacle|9e année|Ouvert|169
ATP2O|Danse - répétition de spectacle|10e année|Ouvert|240
ATP3M|Danse - répétition de spectacle|11e année|Filière préuniversitaire/précollégiale|263
ATP3O|Danse - répétition de spectacle|11e année|Ouvert|34
ATP4M|Danse - répétition de spectacle|12e année|Filière préuniversitaire/précollégiale|280
ATQ4T|Jazz|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATR1O|Danse urbaine et hip-hop|9e année|Ouvert|16
ATR2O|Danse urbaine et hip-hop|10e année|Ouvert|<10
ATR3M|Danse urbaine et hip-hop|11e année|Filière préuniversitaire/précollégiale|14
ATR3O|Danse urbaine et hip-hop|11e année|Ouvert|20
ATS3O|Danse de divertissement : danses populaires|11e année|Ouvert|13
ATS4M|Danse de divertissement : danses populaires|12e année|Filière préuniversitaire/précollégiale|20
ATU3M|Danse de comédie musicale|11e année|Filière préuniversitaire/précollégiale|44
ATU3O|Danse de comédie musicale|11e année|Ouvert|23
ATU4M|Danse de comédie musicale|12e année|Filière préuniversitaire/précollégiale|41
ATY4T|Movement and Dance|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATZ2O|Danses du monde : danses ethnoculturelles|10e année|Ouvert|28
AVA4T|Ideas and Imagery|12e année|Cours collégial, enseigné par le collège (DRC)|34
AVB4T|Visual Arts Oils|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AVD4T|Fashion Desgin|12e année|Cours collégial, enseigné par le collège (DRC)|67
AVI1O|Arts visuels|9e année|Ouvert|46602
AVI2O|Arts visuels|10e année|Ouvert|31999
AVI3M|Arts visuels|11e année|Filière préuniversitaire/précollégiale|17303
AVI3O|Arts visuels|11e année|Ouvert|4545
AVI4E|Arts visuels|12e année|Filière préemploi|564
AVI4M|Arts visuels|12e année|Filière préuniversitaire/précollégiale|11278
AVN4T|Sculptures|12e année|Cours collégial, enseigné par le collège (DRC)|19
AVP4T|Painting|12e année|Cours collégial, enseigné par le collège (DRC)|19
AWA1O|Métiers d'arts|9e année|Ouvert|293
AWA2O|Métiers d'arts|10e année|Ouvert|2430
AWA3M|Métiers d'arts|11e année|Filière préuniversitaire/précollégiale|128
AWA3O|Métiers d'arts|11e année|Ouvert|1611
AWA4M|Métiers d'arts|12e année|Filière préuniversitaire/précollégiale|262
AWC1O|Arts visuels - céramique et poterie|9e année|Ouvert|13
AWC2O|Arts visuels - céramique et poterie|10e année|Ouvert|545
AWC3M|Arts visuels - céramique et poterie|11e année|Filière préuniversitaire/précollégiale|380
AWC3O|Arts visuels - céramique et poterie|11e année|Ouvert|534
AWC4M|Arts visuels - céramique et poterie|12e année|Filière préuniversitaire/précollégiale|322
AWD1O|Arts visuels - design appliqué|9e année|Ouvert|257
AWD2O|Arts visuels - design appliqué|10e année|Ouvert|894
AWD3M|Arts visuels - design appliqué|11e année|Filière préuniversitaire/précollégiale|1090
AWD3O|Arts visuels - design appliqué|11e année|Ouvert|251
AWD4M|Arts visuels - design appliqué|12e année|Filière préuniversitaire/précollégiale|1351
AWE1O|Arts visuels - graphisme de communication|9e année|Ouvert|<10
AWE2O|Arts visuels - graphisme de communication|10e année|Ouvert|86
AWE3M|Arts visuels - graphisme de communication|11e année|Filière préuniversitaire/précollégiale|384
AWE3O|Arts visuels - graphisme de communication|11e année|Ouvert|100
AWE4M|Arts visuels - graphisme de communication|12e année|Filière préuniversitaire/précollégiale|581
AWF2O|Arts visuels - design industriel|10e année|Ouvert|54
AWF3M|Arts visuels - design industriel|11e année|Filière préuniversitaire/précollégiale|23
AWF3O|Arts visuels - design industriel|11e année|Ouvert|36
AWF4M|Arts visuels - design industriel|12e année|Filière préuniversitaire/précollégiale|75
AWH3M|Arts visuels - design d'intérieur|11e année|Filière préuniversitaire/précollégiale|110
AWH3O|Arts visuels - design d'intérieur|11e année|Ouvert|110
AWH4M|Arts visuels - design d'intérieur|12e année|Filière préuniversitaire/précollégiale|98
AWI1O|Arts visuels - mode et textile|9e année|Ouvert|29
AWI2O|Arts visuels - mode et textile|10e année|Ouvert|217
AWI3M|Arts visuels - mode et textile|11e année|Filière préuniversitaire/précollégiale|196
AWI3O|Arts visuels - mode et textile|11e année|Ouvert|169
AWI4M|Arts visuels - mode et textile|12e année|Filière préuniversitaire/précollégiale|169
AWJ2O|Arts visuels - décor de spectacle|10e année|Ouvert|62
AWJ3M|Arts visuels - décor de spectacle|11e année|Filière préuniversitaire/précollégiale|19
AWJ3O|Arts visuels - décor de spectacle|11e année|Ouvert|52
AWJ4M|Décor de spectacle : danse, musique, théâtre et autre|12e année|Filière préuniversitaire/précollégiale|44
AWK1O|Arts visuels - illustration|9e année|Ouvert|30
AWK2O|Arts visuels - illustration|10e année|Ouvert|127
AWK3M|Arts visuels - illustration|11e année|Filière préuniversitaire/précollégiale|151
AWK3O|Arts visuels - illustration|11e année|Ouvert|170
AWK4M|Arts visuels - illustration|12e année|Filière préuniversitaire/précollégiale|224
AWL1O|Arts visuels - dessin|9e année|Ouvert|81
AWL2O|Arts visuels - dessin|10e année|Ouvert|81
AWL3M|Arts visuels - dessin|11e année|Filière préuniversitaire/précollégiale|401
AWL3O|Arts visuels - dessin|11e année|Ouvert|116
AWL4M|Arts visuels - dessin|12e année|Filière préuniversitaire/précollégiale|248
AWM1O|Arts visuels - dessin et peinture|9e année|Ouvert|303
AWM2O|Arts visuels - dessin et peinture|10e année|Ouvert|354
AWM3M|Arts visuels - dessin et peinture|11e année|Filière préuniversitaire/précollégiale|857
AWM3O|Arts visuels - dessin et peinture|11e année|Ouvert|140
AWM4M|Arts visuels - dessin et peinture|12e année|Filière préuniversitaire/précollégiale|1108
AWN1O|Arts visuels - peinture|9e année|Ouvert|14
AWN2O|Arts visuels - peinture|10e année|Ouvert|41
AWN3M|Arts visuels - peinture|11e année|Filière préuniversitaire/précollégiale|98
AWN3O|Arts visuels - peinture|11e année|Ouvert|75
AWN4M|Arts visuels - peinture|12e année|Filière préuniversitaire/précollégiale|413
AWO1O|Arts visuels - techniques d'impression|9e année|Ouvert|11
AWO2O|Arts visuels - techniques d'impression|10e année|Ouvert|115
AWO3M|Arts visuels - techniques d'impression|11e année|Filière préuniversitaire/précollégiale|164
AWO3O|Arts visuels - techniques d'impression|11e année|Ouvert|148
AWO4M|Arts visuels - techniques d'impression|12e année|Filière préuniversitaire/précollégiale|158
AWP1O|Arts visuels - sculpture|9e année|Ouvert|14
AWP2O|Arts visuels - sculpture|10e année|Ouvert|125
AWP3M|Arts visuels - sculpture|11e année|Filière préuniversitaire/précollégiale|217
AWP3O|Arts visuels - sculpture|11e année|Ouvert|210
AWP4M|Arts visuels - sculpture|12e année|Filière préuniversitaire/précollégiale|278
AWQ1O|Arts visuels - photographie|9e année|Ouvert|126
AWQ2O|Arts visuels - photographie|10e année|Ouvert|3993
AWQ3M|Arts visuels - photographie|11e année|Filière préuniversitaire/précollégiale|6878
AWQ3O|Arts visuels - photographie|11e année|Ouvert|4899
AWQ4M|Arts visuels - photographie|12e année|Filière préuniversitaire/précollégiale|3718
AWR1O|Arts visuels - cinéma/vidéo|9e année|Ouvert|54
AWR2O|Arts visuels - cinéma/vidéo|10e année|Ouvert|91
AWR3M|Arts visuels - cinéma/vidéo|11e année|Filière préuniversitaire/précollégiale|933
AWR3O|Arts visuels - cinéma/vidéo|11e année|Ouvert|418
AWR4M|Arts visuels - cinéma/vidéo|12e année|Filière préuniversitaire/précollégiale|1110
AWS1O|Arts visuels - outils numériques|9e année|Ouvert|660
AWS2O|Arts visuels - outils numériques|10e année|Ouvert|1221
AWS3M|Arts visuels - outils numériques|11e année|Filière préuniversitaire/précollégiale|1109
AWS3O|Arts visuels - outils numériques|11e année|Ouvert|313
AWS4M|Arts visuels - outils numériques|12e année|Filière préuniversitaire/précollégiale|698
AWT1O|Arts visuels - art expérimental|9e année|Ouvert|339
AWT2O|Arts visuels - art expérimental|10e année|Ouvert|536
AWT3M|Arts visuels - art expérimental|11e année|Filière préuniversitaire/précollégiale|358
AWT3O|Arts visuels - art expérimental|11e année|Ouvert|327
AWT4M|Arts visuels - art expérimental|12e année|Filière préuniversitaire/précollégiale|716
AWU1O|Arts visuels - histoire de l'art et cultures mondiales|9e année|Ouvert|<10
AWU2O|Arts visuels - histoire de l'art et cultures mondiales|10e année|Ouvert|164
AWU3M|Arts visuels - histoire de l'art et cultures mondiales|11e année|Filière préuniversitaire/précollégiale|49
AWU3O|Arts visuels - histoire de l'art et cultures mondiales|11e année|Ouvert|87
AWU4M|Arts visuels - histoire de l'art et cultures mondiales|12e année|Filière préuniversitaire/précollégiale|378
BAA4T|Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|13
BAB4T|Accounting Basics|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAD4T|Administrative Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|24
BAF3M|Introduction à la comptabilité financière|11e année|Filière préuniversitaire/précollégiale|26123
BAI3E|Introduction à la comptabilité|11e année|Filière préemploi|376
BAJ4T|Accounting Basics II|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAN4E|comptabilité de la petite entreprise|12e année|Filière préemploi|12
BAT4M|Principes de comptabilité financière|12e année|Filière préuniversitaire/précollégiale|9013
BBA4T|Introduction to Business|12e année|Cours collégial, enseigné par le collège (DRC)|15
BBB4E|Introduction au commerce international|12e année|Filière préemploi|<10
BBB4M|Principes de commerce international|12e année|Filière préuniversitaire/précollégiale|17500
BBE4T|Business in a Global Environment|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBF4T|Business, Its Nature and Environment|12e année|Cours collégial, enseigné par le collège (DRC)|10
BBG4T|Principes de gestion|12e année|Cours collégial, enseigné par le collège (DRC)|26
BBI1O|Initiation aux affaires|9e année|Ouvert|3847
BBI2O|Initiation aux affaires|10e année|Ouvert|28839
BBJ4T|Introduction to Business Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBP4T|Introduction to Small Business|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBR4T|Gestion|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCF4T|Customer Service|12e année|Cours collégial, enseigné par le collège (DRC)|39
BDA4T|Entrepreneurship|12e année|Cours collégial, enseigné par le collège (DRC)|27
BDI3C|Introduction à l'entrepreneuriat|11e année|Filière précollégiale|8596
BDP3O|Esprit entrepreneurial|11e année|Ouvert|1141
BDV4C|Entrepreneuriat : planification d'une entreprise|12e année|Filière précollégiale|1776
BMA4T|Introduction to Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|82
BMB4T|Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMC4T|Visual Merchandising|12e année|Cours collégial, enseigné par le collège (DRC)|17
BMD4T|The Business of Advertising|12e année|Cours collégial, enseigné par le collège (DRC)|17
BME4T|Principes de marketing|12e année|Cours collégial, enseigné par le collège (DRC)|31
BMG4T|Introduction to Sport Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|12
BMI3C|Principes de marketing|11e année|Filière précollégiale|15807
BMK4T|Pitching the Campaign|12e année|Cours collégial, enseigné par le collège (DRC)|12
BMM4T|Foundations of Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|18
BMX3E|Marketing de la vente au détail et des services|11e année|Filière préemploi|1503
BOA4T|Human Relations|12e année|Cours collégial, enseigné par le collège (DRC)|72
BOC4T|Office Procedures|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOE4T|Gestion de projets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOG4E|Gestion d'une entreprise|12e année|Filière préemploi|499
BOH4M|Principes de gestion|12e année|Filière préuniversitaire/précollégiale|17669
BON4T|Conflict Management|12e année|Cours collégial, enseigné par le collège (DRC)|55
BOO4T|Principles of Human Resource Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTA3O|Technologies de l'information et de la communication : environnement informatisé|11e année|Ouvert|4327
BTB4T|Business Computer Application|12e année|Cours collégial, enseigné par le collège (DRC)|11
BTT1O|Introduction aux technologies de l'information et de la communication|9e année|Ouvert|36552
BTT2O|Introduction aux technologies de l'information et de la communication|10e année|Ouvert|3640
BTX4C|Technologies de l'information et de la communication : solutions multimédias|12e année|Filière précollégiale|203
BTX4E|Technologies de l'information et de la communication en milieu de travail|12e année|Filière préemploi|258
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|12e année|Ouvert|671
CGC1D|Enjeux géographiques du Canada|9e année|Cours théorique|103725
CGC1P|Enjeux géographiques du Canada|9e année|Cours appliqué|40163
CGD3M|Géographie régionale|11e année|Filière préuniversitaire/précollégiale|351
CGF3M|Nature en action : un monde physique|11e année|Filière préuniversitaire/précollégiale|3474
CGG3O|Voyages et tourisme : une perspective géographique|11e année|Ouvert|11199
CGO4M|Les technologies spatiales en action|12e année|Filière préuniversitaire/précollégiale|238
CGR4E|Gestion durable des ressources et de l'environnement|12e année|Filière préemploi|396
CGR4M|Environnement et gestion des ressources|12e année|Filière préuniversitaire/précollégiale|3277
CGT3O|Introduction aux technologies spatiales|11e année|Ouvert|61
CGU4C|Géographie mondiale : le milieu urbain|12e année|Filière précollégiale|<10
CGU4M|Le Canada et le monde : l'environnement urbain|12e année|Filière préuniversitaire/précollégiale|581
CGW4C|Problèmes mondiaux : une analyse géographique|12e année|Filière précollégiale|580
CGW4U|Problèmes mondiaux : une analyse géographique|12e année|Filière préuniversitaire|12129
CHA3U|Historie des États-Unis|11e année|Filière préuniversitaire|4909
CHC2D|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours théorique|99362
CHC2P|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours appliqué|41477
CHE3O|Origines et citoyenneté : histoire d'une communauté éthique au Canada|11e année|Ouvert|164
CHF4U|L'Ontario français|12e année|Filière préuniversitaire|<10
CHI4U|Histoire canadienne : identité et culture|12e année|Filière préuniversitaire|1441
CHM4E|Aventures en histoire mondiale|12e année|Filière préemploi|1307
CHT3O|Histoire mondiale depuis 1900 : grands courants et événements|11e année|Ouvert|1482
CHV2O|Civisme et citoyenneté|10e année|Ouvert|135304
