Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
ADV3O|Théâtre - cinéma/video|11e année|Ouvert|123
ADV4M|Théâtre - cinéma/video|12e année|Filière préuniversitaire/précollégiale|394
AEA3O|Exploration et création artistique|11e année|Ouvert|226
AEA4O|Exploration et création artistique|12e année|Ouvert|1652
AEB4T|Exploring Art and Design|12e année|Cours collégial, enseigné par le collège (DRC)|65
AED4T|Art and Design Portfolio Development|12e année|Cours collégial, enseigné par le collège (DRC)|31
AEF4T|Design|12e année|Cours collégial, enseigné par le collège (DRC)|17
AEH4T|Elements of Décor|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AEI4T|Colour in Décor|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AEL4T|Basic  Design|12e année|Cours collégial, enseigné par le collège (DRC)|17
AFB4T|Painting and Drawing|12e année|Cours collégial, enseigné par le collège (DRC)|11
AFE4T|Basic Digital Photography|12e année|Cours collégial, enseigné par le collège (DRC)|11
AFF4T|The Culture of Photography|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AFG4T|2D Digital Art|12e année|Cours collégial, enseigné par le collège (DRC)|25
AFI4T|Digital Photography and Image Editing|12e année|Cours collégial, enseigné par le collège (DRC)|43
AFJ4T|Digital Art and Design|12e année|Cours collégial, enseigné par le collège (DRC)|22
AFK4T|Digital Photography Techniques|12e année|Cours collégial, enseigné par le collège (DRC)|108
AFL4T|Introduction à la photographie|12e année|Cours collégial, enseigné par le collège (DRC)|11
AFQ4T|Editorial Illustrations|12e année|Cours collégial, enseigné par le collège (DRC)|17
AFS4T|Painting and Drawing ¿ Theory|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHA4T|History of Popular Music|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHB4T|Musical Theatre Production|12e année|Cours collégial, enseigné par le collège (DRC)|14
AHE4T|Music and Society|12e année|Cours collégial, enseigné par le collège (DRC)|38
AHF4T|Good Vibrations: The Evolution of Popular Music|12e année|Cours collégial, enseigné par le collège (DRC)|20
AHG4T|Canadian Music Industry|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHI4T|Art History and Appreciation|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHK4T|History of Popular Music II|12e année|Cours collégial, enseigné par le collège (DRC)|33
ALC1O|Arts intégrés|9e année|Ouvert|3951
ALC2O|Arts intégrés|11e année|Ouvert|236
AMA4T|Jazz|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AMB1O|Musique instrumentale - cuivres|9e année|Ouvert|76
AMB2O|Musique instrumentale - cuivres|10e année|Ouvert|37
AMB3M|Musique instrumentale - cuivres|11e année|Filière préuniversitaire/précollégiale|47
AMB4M|Musique instrumentale - cuivres|12e année|Filière préuniversitaire/précollégiale|46
AMC1O|Composition musicale|9e année|Ouvert|196
AMC2O|Composition musicale|10e année|Ouvert|464
AMC3M|Composition musicale|11e année|Filière préuniversitaire/précollégiale|287
AMC3O|Composition musicale|11e année|Ouvert|252
AMC4M|Composition musicale|12e année|Filière préuniversitaire/précollégiale|377
AMD1O|Musique électronique|9e année|Ouvert|10
AMD2O|Musique électronique|10e année|Ouvert|18
AMD3M|Musique électronique|11e année|Filière préuniversitaire/précollégiale|66
AMD3O|Musique électronique|11e année|Ouvert|101
AMD4M|Musique électronique|12e année|Filière préuniversitaire/précollégiale|29
AME1O|Petits ensembles|9e année|Ouvert|140
AME2O|Petits ensembles|10e année|Ouvert|289
AME3M|Petits ensembles|11e année|Filière préuniversitaire/précollégiale|237
AME3O|Petits ensembles|11e année|Ouvert|149
AME4M|Petits ensembles|12e année|Filière préuniversitaire/précollégiale|247
AMG1O|Guitare|9e année|Ouvert|1930
AMG2O|Guitare|10e année|Ouvert|9184
AMG3M|Guitare|11e année|Filière préuniversitaire/précollégiale|1693
AMG3O|Guitare|11e année|Ouvert|3594
AMG4M|Guitare|12e année|Filière préuniversitaire/précollégiale|1620
AMH1O|Harmonie de scène|9e année|Ouvert|64
AMH2O|Harmonie de scène|10e année|Ouvert|379
AMH3M|Harmonie de scène|11e année|Filière préuniversitaire/précollégiale|559
AMH3O|Harmonie de scène|11e année|Ouvert|67
AMH4M|Harmonie de scène|12e année|Filière préuniversitaire/précollégiale|632
AMI1O|Musique instrumentale - harmonie|9e année|Ouvert|14037
AMI2O|Musique instrumentale - harmonie|10e année|Ouvert|7284
AMI3M|Musique instrumentale - harmonie|11e année|Filière préuniversitaire/précollégiale|4419
AMI3O|Musique instrumentale - harmonie|11e année|Ouvert|239
AMI4M|Musique instrumentale - harmonie|12e année|Filière préuniversitaire/précollégiale|3208
AMJ2O|Jazz vocal|10e année|Ouvert|54
AMJ3M|Jazz vocal|11e année|Filière préuniversitaire/précollégiale|198
AMJ3O|Jazz vocal|11e année|Ouvert|28
AMJ4M|Jazz vocal|12e année|Filière préuniversitaire/précollégiale|152
AMK1O|Clavier|9e année|Ouvert|632
AMK2O|Clavier|10e année|Ouvert|1777
AMK3M|Clavier|11e année|Filière préuniversitaire/précollégiale|517
AMK3O|Clavier|11e année|Ouvert|322
AMK4M|Clavier|12e année|Filière préuniversitaire/précollégiale|331
AMM1O|La musique et l'ordinateur|9e année|Ouvert|94
AMM2O|La musique et l'ordinateur|10e année|Ouvert|596
AMM3M|La musique et l'ordinateur|11e année|Filière préuniversitaire/précollégiale|481
AMM3O|La musique et l'ordinateur|11e année|Ouvert|172
AMM4M|La musique et l'ordinateur|12e année|Filière préuniversitaire/précollégiale|368
AMO1O|Musique instrumentale - orchestre|9e année|Ouvert|364
AMO2O|Musique instrumentale - orchestre|10e année|Ouvert|168
AMO3M|Musique instrumentale - orchestre|11e année|Filière préuniversitaire/précollégiale|124
AMO3O|Musique instrumentale - orchestre|11e année|Ouvert|<10
AMO4M|Musique instrumentale - orchestre|12e année|Filière préuniversitaire/précollégiale|107
AMP1O|Musique instrumentale - percussion|9e année|Ouvert|208
AMP2O|Musique instrumentale - percussion|10e année|Ouvert|367
AMP3M|Musique instrumentale - percussion|11e année|Filière préuniversitaire/précollégiale|110
AMP3O|Musique instrumentale - percussion|11e année|Ouvert|73
AMP4M|Musique instrumentale - percussion|12e année|Filière préuniversitaire/précollégiale|59
AMQ1O|Tambours métalliques|9e année|Ouvert|181
AMQ2O|Tambours métalliques|10e année|Ouvert|238
AMQ3M|Tambours métalliques|11e année|Filière préuniversitaire/précollégiale|95
AMQ3O|Tambours métalliques|11e année|Ouvert|39
AMQ4M|Tambours métalliques|12e année|Filière préuniversitaire/précollégiale|64
AMR1O|Répertoire|9e année|Ouvert|3774
AMR2O|Répertoire|10e année|Ouvert|3702
AMR3M|Répertoire|11e année|Filière préuniversitaire/précollégiale|2663
AMR3O|Répertoire|11e année|Ouvert|1057
AMR4M|Répertoire|12e année|Filière préuniversitaire/précollégiale|2563
AMS1O|Musique instrumentale - cordes|9e année|Ouvert|2076
AMS2O|Musique instrumentale - cordes|10e année|Ouvert|1315
AMS3M|Musique instrumentale - cordes|11e année|Filière préuniversitaire/précollégiale|816
AMS3O|Musique instrumentale - cordes|11e année|Ouvert|42
AMS4M|Musique instrumentale - cordes|12e année|Filière préuniversitaire/précollégiale|671
AMT1O|Théàtre musical|9e année|Ouvert|115
AMT2O|Théàtre musical|10e année|Ouvert|300
AMT3M|Théàtre musical|11e année|Filière préuniversitaire/précollégiale|688
AMT3O|Théàtre musical|11e année|Ouvert|279
AMT4M|Théàtre musical|12e année|Filière préuniversitaire/précollégiale|880
AMU1O|Musique|9e année|Ouvert|15573
AMU2O|Musique|10e année|Ouvert|7482
AMU3M|Musique|11e année|Filière préuniversitaire/précollégiale|4223
AMU3O|Musique|11e année|Ouvert|544
AMU4E|Musique|12e année|Filière préemploi|145
AMU4M|Musique|12e année|Filière préuniversitaire/précollégiale|3397
AMV1O|Musique vocale ou chorale|9e année|Ouvert|4040
AMV2O|Musique vocale ou chorale|10e année|Ouvert|4461
AMV3M|Musique vocale ou chorale|11e année|Filière préuniversitaire/précollégiale|2726
AMV3O|Musique vocale ou chorale|11e année|Ouvert|807
AMV4M|Musique vocale ou chorale|12e année|Filière préuniversitaire/précollégiale|2434
AMW1O|Musique - bois|9e année|Ouvert|122
AMW2O|Musique - bois|10e année|Ouvert|74
AMW3M|Musique - bois|11e année|Filière préuniversitaire/précollégiale|82
AMW3O|Musique - bois|11e année|Ouvert|<10
AMW4M|Musique - bois|12e année|Filière préuniversitaire/précollégiale|75
AMX3M|Musique - externe(conservatoire)|11e année|Filière préuniversitaire/précollégiale|314
AMX4M|Musique - externe(conservatoire)|12e année|Filière préuniversitaire/précollégiale|568
ASA4T|Media and the Arts|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ASM2O|Arts médiatiques|10e année|Ouvert|9963
ASM3M|Arts médiatiques|11e année|Filière préuniversitaire/précollégiale|3471
ASM3O|Arts médiatiques|11e année|Ouvert|4141
ASM4E|Arts médiatiques|12e année|Filière préemploi|149
ASM4M|Arts médiatiques|12e année|Filière préuniversitaire/précollégiale|2303
ASM4O|Arts médiatiques|12e année|Ouvert|17
ATB1O|Danse - ballet|9e année|Ouvert|285
ATB2O|Danse - ballet|10e année|Ouvert|279
ATB3M|Danse - ballet|11e année|Filière préuniversitaire/précollégiale|267
ATB4M|Danse - ballet|12e année|Filière préuniversitaire/précollégiale|179
ATC1O|Danse|9e année|Ouvert|3372
ATC2O|Danse|10e année|Ouvert|5683
ATC3M|Danse|11e année|Filière préuniversitaire/précollégiale|2317
ATC3O|Danse|11e année|Ouvert|876
ATC4E|Danse|12e année|Filière préemploi|12
ATC4M|Danse|12e année|Filière préuniversitaire/précollégiale|1587
ATD2O|Composition chorégraphique|10e année|Ouvert|<10
ATD3M|Composition chorégraphique|11e année|Filière préuniversitaire/précollégiale|48
ATD4M|Composition chorégraphique|12e année|Filière préuniversitaire/précollégiale|195
ATF3M|Danse africaine|11e année|Filière préuniversitaire/précollégiale|<10
ATF4M|Danse africaine|12e année|Filière préuniversitaire/précollégiale|<10
ATJ2O|Danse - jazz|10e année|Ouvert|86
ATJ3M|Danse - jazz|11e année|Filière préuniversitaire/précollégiale|51
ATJ4M|Danse - jazz|12e année|Filière préuniversitaire/précollégiale|20
ATL3M|Danse du Centre et du Sud de l'Amérique|11e année|Filière préuniversitaire/précollégiale|28
ATM1O|Danse moderne|9e année|Ouvert|245
ATM2O|Danse moderne|10e année|Ouvert|235
ATM3M|Danse moderne|11e année|Filière préuniversitaire/précollégiale|246
ATM4M|Danse moderne|12e année|Filière préuniversitaire/précollégiale|220
ATO2O|Danse de l'Asie/du Cercle du Pacifique|10e année|Ouvert|38
ATO3M|Danse de l'Asie/du Cercle du Pacifique|11e année|Filière préuniversitaire/précollégiale|18
ATO3O|Danse de l'Asie/du Cercle du Pacifique|11e année|Ouvert|16
ATO4M|Danse de l'Asie/du Cercle du Pacifique|12e année|Filière préuniversitaire/précollégiale|<10
ATP1O|Danse - répétition du spectacle|9e année|Ouvert|166
ATP2O|Danse - répétition du spectacle|10e année|Ouvert|246
ATP3M|Danse - répétition du spectacle|11e année|Filière préuniversitaire/précollégiale|199
ATP3O|Danse - répétition du spectacle|11e année|Ouvert|27
ATP4M|Danse - répétition du spectacle|12e année|Filière préuniversitaire/précollégiale|253
ATQ4T|Jazz|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATR3O|Danse urbaine : B-Boying, Gumboot, Dancehall et autres fusions de styles|11e année|Ouvert|36
ATS2O|Danse de divertissement : danses populaires|10e année|Ouvert|19
ATS4M|Danse de divertissement : danses populaires|12e année|Filière préuniversitaire/précollégiale|<10
ATU2O|Danse de comédie musicale|10e année|Ouvert|18
ATU3M|Danse de comédie musicale|11e année|Filière préuniversitaire/précollégiale|45
ATU4M|Danse de comédie musicale|12e année|Filière préuniversitaire/précollégiale|75
ATZ3O|Danses du monde : danses ethnoculturelles|11e année|Ouvert|<10
AVA4T|Ideas and Imagery|12e année|Cours collégial, enseigné par le collège (DRC)|26
AVI1O|Arts visuels|9e année|Ouvert|53575
AVI2O|Arts visuels|10e année|Ouvert|34907
AVI3M|Arts visuels|11e année|Filière préuniversitaire/précollégiale|18684
AVI3O|Arts visuels|11e année|Ouvert|5686
AVI4E|Arts visuels|12e année|Filière préemploi|537
AVI4M|Arts visuels|12e année|Filière préuniversitaire/précollégiale|12947
AWA1O|Métiers d'arts|9e année|Ouvert|270
AWA2O|Métiers d'arts|10e année|Ouvert|2397
AWA3M|Métiers d'arts|11e année|Filière préuniversitaire/précollégiale|65
AWA3O|Métiers d'arts|11e année|Ouvert|1998
AWA4M|Métiers d'arts|12e année|Filière préuniversitaire/précollégiale|365
AWC2O|Céramique et poterie : façonnage, moulage, tournage|10e année|Ouvert|602
AWC3M|Céramique et poterie : façonnage, moulage, tournage|11e année|Filière préuniversitaire/précollégiale|424
AWC3O|Céramique et poterie : façonnage, moulage, tournage|11e année|Ouvert|641
AWC4M|Céramique et poterie : façonnage, moulage, tournage|12e année|Filière préuniversitaire/précollégiale|496
AWD1O|Arts visuels - design appliqué|9e année|Ouvert|291
AWD2O|Arts visuels - design appliqué|10e année|Ouvert|729
AWD3M|Arts visuels - design appliqué|11e année|Filière préuniversitaire/précollégiale|1187
AWD3O|Arts visuels - design appliqué|11e année|Ouvert|361
AWD4M|Arts visuels - design appliqué|12e année|Filière préuniversitaire/précollégiale|1425
AWE2O|Arts visuels - graphisme de communication|10e année|Ouvert|80
AWE3M|Arts visuels - graphisme de communication|11e année|Filière préuniversitaire/précollégiale|356
AWE3O|Arts visuels - graphisme de communication|11e année|Ouvert|244
AWE4M|Arts visuels - graphisme de communication|12e année|Filière préuniversitaire/précollégiale|642
AWF2O|Arts visuels - design industriel|10e année|Ouvert|72
AWF3M|Arts visuels - design industriel|11e année|Filière préuniversitaire/précollégiale|46
AWF3O|Arts visuels - design industriel|11e année|Ouvert|18
AWF4M|Arts visuels - design industriel|12e année|Filière préuniversitaire/précollégiale|79
AWG3M|Arts visuels - design d'environnement|11e année|Filière préuniversitaire/précollégiale|23
AWG3O|Arts visuels - design d'environnement|11e année|Ouvert|23
AWG4M|Arts visuels - design d'environnement|12e année|Filière préuniversitaire/précollégiale|17
AWH2O|Arts visuels - design d'intérieur|10e année|Ouvert|23
AWH3M|Arts visuels - design d'intérieur|11e année|Filière préuniversitaire/précollégiale|85
AWH3O|Arts visuels - design d'intérieur|11e année|Ouvert|111
AWH4M|Arts visuels - design d'intérieur|12e année|Filière préuniversitaire/précollégiale|140
AWI1O|Mode : stylisme et textile|9e année|Ouvert|51
AWI2O|Mode : stylisme et textile|10e année|Ouvert|226
AWI3M|Mode : stylisme et textile|11e année|Filière préuniversitaire/précollégiale|97
AWI3O|Mode : stylisme et textile|11e année|Ouvert|267
AWI4M|Mode : stylisme et textile|12e année|Filière préuniversitaire/précollégiale|147
AWJ2O|Décor de spectacle : danse, musique, théâtre et autre|10e année|Ouvert|<10
AWJ3M|Décor de spectacle : danse, musique, théâtre et autre|11e année|Filière préuniversitaire/précollégiale|119
AWJ3O|Décor de spectacle : danse, musique, théâtre et autre|11e année|Ouvert|19
AWJ4M|Décor de spectacle : danse, musique, théâtre et autre|12e année|Filière préuniversitaire/précollégiale|41
AWK1O|Arts visuels - illustration|9e année|Ouvert|22
AWK2O|Arts visuels - illustration|10e année|Ouvert|171
AWK3M|Arts visuels - illustration|11e année|Filière préuniversitaire/précollégiale|138
AWK3O|Arts visuels - illustration|11e année|Ouvert|125
AWK4M|Arts visuels - illustration|12e année|Filière préuniversitaire/précollégiale|328
AWL1O|Dessin|9e année|Ouvert|52
AWL2O|Dessin|10e année|Ouvert|144
AWL3M|Dessin|11e année|Filière préuniversitaire/précollégiale|391
AWL3O|Dessin|11e année|Ouvert|117
AWL4M|Dessin|12e année|Filière préuniversitaire/précollégiale|395
AWM1O|Dessin et peinture|9e année|Ouvert|297
AWM2O|Dessin et peinture|10e année|Ouvert|543
AWM3M|Dessin et peinture|11e année|Filière préuniversitaire/précollégiale|869
AWM3O|Dessin et peinture|11e année|Ouvert|309
AWM4M|Dessin et peinture|12e année|Filière préuniversitaire/précollégiale|1478
AWN2O|Peinture|10e année|Ouvert|<10
AWN3M|Peinture|11e année|Filière préuniversitaire/précollégiale|73
AWN3O|Peinture|11e année|Ouvert|165
AWN4M|Peinture|12e année|Filière préuniversitaire/précollégiale|351
AWO1O|Techniques d'impression|9e année|Ouvert|24
AWO2O|Techniques d'impression|10e année|Ouvert|135
AWO3M|Techniques d'impression|11e année|Filière préuniversitaire/précollégiale|207
AWO3O|Techniques d'impression|11e année|Ouvert|282
AWO4M|Techniques d'impression|12e année|Filière préuniversitaire/précollégiale|184
AWP2O|Sculpture et travail à trois dimensions|10e année|Ouvert|179
AWP3M|Sculpture et travail à trois dimensions|11e année|Filière préuniversitaire/précollégiale|293
AWP3O|Sculpture et travail à trois dimensions|11e année|Ouvert|289
AWP4M|Sculpture et travail à trois dimensions|12e année|Filière préuniversitaire/précollégiale|351
AWQ1O|Arts visuels - photographie|9e année|Ouvert|58
AWQ2O|Arts visuels - photographie|10e année|Ouvert|3736
AWQ3M|Arts visuels - photographie|11e année|Filière préuniversitaire/précollégiale|7793
AWQ3O|Arts visuels - photographie|11e année|Ouvert|5873
AWQ4M|Arts visuels - photographie|12e année|Filière préuniversitaire/précollégiale|4960
AWR1O|Arts visuels - cinéma/vidéo|9e année|Ouvert|43
AWR2O|Arts visuels - cinéma/vidéo|10e année|Ouvert|118
AWR3M|Arts visuels - cinéma/vidéo|11e année|Filière préuniversitaire/précollégiale|825
AWR3O|Arts visuels - cinéma/vidéo|11e année|Ouvert|564
AWR4M|Arts visuels - cinéma/vidéo|12e année|Filière préuniversitaire/précollégiale|1116
AWS1O|Arts visuels - traitement informatisé de l'image|9e année|Ouvert|560
AWS2O|Arts visuels - traitement informatisé de l'image|10e année|Ouvert|1225
AWS3M|Arts visuels - traitement informatisé de l'image|11e année|Filière préuniversitaire/précollégiale|1059
AWS3O|Arts visuels - traitement informatisé de l'image|11e année|Ouvert|431
AWS4M|Arts visuels - traitement informatisé de l'image|12e année|Filière préuniversitaire/précollégiale|864
AWT1O|Art expérimental|9e année|Ouvert|133
AWT2O|Art expérimental|10e année|Ouvert|616
AWT3M|Art expérimental|11e année|Filière préuniversitaire/précollégiale|353
AWT3O|Art expérimental|11e année|Ouvert|250
AWT4M|Art expérimental|12e année|Filière préuniversitaire/précollégiale|969
AWU2O|Arts visuels - histoire de l'art et cultures mondiales|10e année|Ouvert|72
AWU3M|Arts visuels - histoire de l'art et cultures mondiales|11e année|Filière préuniversitaire/précollégiale|34
AWU3O|Arts visuels - histoire de l'art et cultures mondiales|11e année|Ouvert|<10
AWU4M|Arts visuels - histoire de l'art et cultures mondiales|12e année|Filière préuniversitaire/précollégiale|163
BAA4T|Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|27
BAB4T|Accounting Basics|12e année|Cours collégial, enseigné par le collège (DRC)|13
BAE4T|Financial Accounting Basics|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAF3M|Introduction a la comptabilité financière|11e année|Filière préuniversitaire/précollégiale|27025
BAI3E|Introduction a la comptabilité|11e année|Filière préemploi|578
BAJ4T|Accounting Basics II|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAN4E|comptabilité de la petite entreprise|12e année|Filière préemploi|80
BAT4M|Principes de comptabilité financière|12e année|Filière préuniversitaire/précollégiale|10069
BBA4T|Introduction to Business|12e année|Cours collégial, enseigné par le collège (DRC)|39
BBB4E|Introduction au commerce international|12e année|Filière préemploi|75
BBB4M|Principes de commerce international|12e année|Filière préuniversitaire/précollégiale|16447
BBF4T|Business, Its Nature and Environment|12e année|Cours collégial, enseigné par le collège (DRC)|21
BBG4T|Principes de gestion|12e année|Cours collégial, enseigné par le collège (DRC)|11
BBI1O|Initiation aux affaires|9e année|Ouvert|4043
BBI2O|Initiation aux affaires|10e année|Ouvert|26044
BBJ4T|Introduction to Business Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBJ4Z|Introduction to Business Management|12e année|Cours universitaire enseigné par l'université (DRC)|<10
BBK4T|Droit et Affaires|12e année|Cours collégial, enseigné par le collège (DRC)|17
BBL4T|Business Law|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBN4T|Foundations of Operations|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBO4T|Business Law I|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBS4Z|Introduction to Business Management II|12e année|Cours universitaire enseigné par l'université (DRC)|<10
BBU4T|Business Fundamentals II|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBV4T|Operational Management|12e année|Cours collégial, enseigné par le collège (DRC)|15
BCA4T|Business Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCF4T|Customer Service|12e année|Cours collégial, enseigné par le collège (DRC)|112
BCG4T|Customer Relations|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCM4T|Carpentry Customer Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCN4T|Social Understanding for Customer Care II|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BDA4T|Entrepreneurship|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BDB4T|Entrepreneurship and Small Business|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BDI3C|Introduction a l'entrepreneuriat|11e année|Filière précollégiale|11034
BDP3O|Esprit entrepreneurial|11e année|Ouvert|1413
BDV4C|Entrepreneuriat : planification d'une entreprise|12e année|Filière précollégiale|1721
BMA4T|Introduction to Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|54
BMB4T|Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|36
BME4T|Principes de marketing|12e année|Cours collégial, enseigné par le collège (DRC)|13
BMF4T|Marketing and Advertising Principles in Graphics/Packaging|12e année|Cours collégial, enseigné par le collège (DRC)|27
BMI3C|Introduction au marketing|11e année|Filière précollégiale|17261
BMK4T|Pitching the Campaign|12e année|Cours collégial, enseigné par le collège (DRC)|24
BMX3E|Marketing de la vente au détail et des services|11e année|Filière préemploi|1993
BOA4T|Human Relations|12e année|Cours collégial, enseigné par le collège (DRC)|29
BOB4T|Organizational Behaviour|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOC4T|Office Procedures|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOE4T|Gestion de projets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOG4E|Gestion d'une entreprise|12e année|Filière préemploi|1337
BOH4M|Principes de gestion|12e année|Filière préuniversitaire/précollégiale|17182
BOI4T|Introductory Human Resources|12e année|Cours collégial, enseigné par le collège (DRC)|12
BON4T|Conflict Management|12e année|Cours collégial, enseigné par le collège (DRC)|17
BOO4T|Principles of Human Resource Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTA3O|Technologies de l'information et de la communication : environnement informatisé|11e année|Ouvert|9255
BTG4T|Computer Applications for Business and Technology|12e année|Cours collégial, enseigné par le collège (DRC)|14
BTT1O|Introduction aux technologies de l'information et de la communication|9e année|Ouvert|45611
BTT2O|Introduction aux technologies de l'information et de la communication|10e année|Ouvert|5639
BTX4C|Technologies de l'information et de la communication : environnement informatisé|12e année|Filière précollégiale|647
BTX4E|Technologies de l'information et de la communication : environnement informatisé|12e année|Filière préemploi|523
CCL3O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|11e année|Ouvert|<10
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|12e année|Ouvert|1003
CGA4T|World Destinations I|12e année|Cours collégial, enseigné par le collège (DRC)|15
CGC1D|Enjeux géographiques du Canada|9e année|Cours théorique|106338
CGC1P|Principes de Géographie du Canada|9e année|Cours appliqué|49777
CGD3M|Géographie de l'Amérique: une perspective continentale|11e année|Filière préuniversitaire/précollégiale|146
CGF3M|Géographie physique: tendances, processus et interactions|11e année|Filière préuniversitaire/précollégiale|4711
CGG3O|Voyages et tourisme : une perspective géographique régionale|11e année|Ouvert|16826
CGO4M|Géomatique: la géotecnologie en action|12e année|Filière préuniversitaire/précollégiale|496
CGR4E|Environnement et gestion des ressources|12e année|Filière préemploi|684
CGR4M|Environnement et gestion des ressources|12e année|Filière préuniversitaire/précollégiale|6449
CGT3E|Géographie et technologie: les outils du géographe|11e année|Filière préemploi|317
CGU4C|Géographie mondiale: le milieu urbain|12e année|Filière précollégiale|618
CGU4U|Géographie mondiale: le milieu humain|12e année|Filière préuniversitaire|1051
CGW4U|Le Canada et le monde: une analyse géographique|12e année|Filière préuniversitaire|18057
CHA3U|Historie des États-Unis|11e année|Filière préuniversitaire|7382
CHC2D|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours théorique|102799
CHC2P|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours appliqué|51203
CHF4U|Ontario français|12e année|Filière préuniversitaire|<10
CHH3C|Histoire et politique canadiennes depuis 1945|11e année|Filière précollégiale|194
CHH3E|Histoire et politique canadiennes depuis 1945|11e année|Filière préemploi|67
CHI4U|Histoire canadienne : identité et culture|12e année|Filière préuniversitaire|3450
CHM4E|Aventures en histoire mondiale|12e année|Filière préemploi|1758
CHT3O|Histoire mondiale depuis 1900|11e année|Ouvert|3459
