Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
CGU4M|Le Canada et le monde : l'environnement urbain|12e année|Filière préuniversitaire/précollégiale|732
CGU4U|Géographie mondiale : le milieu humain|12e année|Filière préuniversitaire|80
CGW4C|Problèmes mondiaux : une analyse géographique|12e année|Filière précollégiale|492
CGW4U|Problèmes mondiaux : une analyse géographique|12e année|Filière préuniversitaire|12959
CHA3U|Historie des États-Unis|11e année|Filière préuniversitaire|5292
CHC2D|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours théorique|98140
CHC2P|Histoire du Canada depuis la Première Guerre mondiale|10e année|Cours appliqué|43498
CHE3O|Origines et citoyenneté : histoire d'une communauté éthique au Canada|11e année|Ouvert|147
CHF4U|L'Ontario français|12e année|Filière préuniversitaire|13
CHH3C|Histoire et politique canadiennes depuis 1945|11e année|Filière précollégiale|15
CHH3E|Histoire et politique canadiennes depuis 1945|11e année|Filière préemploi|86
CHI4U|Histoire canadienne : identité et culture|12e année|Filière préuniversitaire|2092
CHM4E|Aventures en histoire mondiale|12e année|Filière préemploi|1424
CHT3O|Histoire mondiale depuis 1900 : grands courants et événements|11e année|Ouvert|1890
CHV2O|Civisme et citoyenneté|10e année|Ouvert|139368
CHW3M|Histoire mondiale jusqu'à la fin du XVe siècle|11e année|Filière préuniversitaire/précollégiale|15600
CHY4C|Histoire mondiale depuis le XVe siècle|12e année|Filière précollégiale|1536
CHY4U|Histoire mondiale depuis le XVe siècle|12e année|Filière préuniversitaire|14647
CIA4U|Analyse des grands enjeux économiques contemporains|12e année|Filière préuniversitaire|10114
CIC3E|L'individu et les choix économiques|11e année|Filière préemploi|26
CIC4E|Choix économiques : finances personnels|12e année|Filière préemploi|33
CIE3M|L'individu et l'économie|11e année|Filière préuniversitaire/précollégiale|3028
CLA4T|Canadian Law|12e année|Cours collégial, enseigné par le collège (DRC)|74
CLC4T|Techniques de défense|12e année|Cours collégial, enseigné par le collège (DRC)|41
CLD4T|Introduction to Law and Society|12e année|Cours collégial, enseigné par le collège (DRC)|<10
CLH4T|Security Fundamentals|12e année|Cours collégial, enseigné par le collège (DRC)|25
CLI4T|Investigation/Evidence|12e année|Cours collégial, enseigné par le collège (DRC)|<10
CLJ4T|Criminal and Civil Law|12e année|Cours collégial, enseigné par le collège (DRC)|36
CLK4T|Law Enforcement Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
CLN4C|Études juridiques|12e année|Filière précollégiale|1224
CLN4U|Le droit canadien et international|12e année|Filière préuniversitaire|21765
CLU3E|Comprendre le droit canadien au quotidien|11e année|Filière préemploi|1421
CLU3M|Comprendre le droit canadien|11e année|Filière préuniversitaire/précollégiale|30406
CPC3O|Politique en action : agent de changement|11e année|Ouvert|30
CPD4T|Political Science|12e année|Cours collégial, enseigné par le collège (DRC)|28
CPW4U|Politique canadienne et mondiale|12e année|Filière préuniversitaire|4495
EAB3O|Communications for the World of Business and Technology|11e année|Ouvert|13
EAC4C|The Writer's Craft|12e année|Filière précollégiale|<10
EAC4U|The Writer's Craft|12e année|Filière préuniversitaire|331
EAE1D|English|9e année|Cours théorique|4153
EAE1P|English|9e année|Cours appliqué|1266
EAE2D|English|10e année|Cours théorique|4156
EAE2P|English|10e année|Cours appliqué|1431
EAE3C|English|11e année|Filière précollégiale|1644
EAE3E|English|11e année|Filière préemploi|99
EAE3U|English|11e année|Filière préuniversitaire|3522
EAE4C|English|12e année|Filière précollégiale|1654
EAE4E|English|12e année|Filière préemploi|27
EAE4U|English|12e année|Filière préuniversitaire|2963
EAL4U|English Literature|12e année|Filière préuniversitaire|105
EANAO|Anglais pour débutants 1 (APD1)|Niveau 1|Ouvert|194
EANBO|Anglais pour débutants 2 (APD2)|Niveau 2|Ouvert|146
EANCO|Anglais pour débutants 3 (APD3)|Niveau 3|Ouvert|124
EANDO|Anglais pour débutants 4 (APD4)|Niveau 4|Ouvert|49
EAT3M|Canadian Literature|11e année|Filière préuniversitaire/précollégiale|26
EBA4T|Communications I|12e année|Cours collégial, enseigné par le collège (DRC)|15
EBC4T|Communications|12e année|Cours collégial, enseigné par le collège (DRC)|31
EBD4T|English Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EBH4T|Introductory College Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EBT4O|Communications in the World of Business and Technology|12e année|Ouvert|424
ELDAO|English Literacy Development, ELD Level 1|Niveau 1|Ouvert|595
ELDBO|English Literacy Development, ELD Level 2|Niveau 2|Ouvert|615
ELDCO|English Literacy Development, ELD Level 3|Niveau 3|Ouvert|514
ELDDO|English Literacy Development, ELD Level 4|Niveau 4|Ouvert|343
ELDEO|English Literacy Development, ELD Level 5|Niveau 5|Ouvert|160
ELS2O|Literacy Skills, Grade 10, Open|10e année|Ouvert|2208
EMS3O|Media Studies|11e année|Ouvert|6420
ENG1D|English|9e année|Cours théorique|101098
ENG1P|English|9e année|Cours appliqué|32018
ENG2D|English|10e année|Cours théorique|105373
ENG2P|English|10e année|Cours appliqué|38178
ENG3C|English|11e année|Filière précollégiale|48750
ENG3E|English|11e année|Filière préemploi|7647
ENG3U|English|11e année|Filière préuniversitaire|96967
ENG4C|English|12e année|Filière précollégiale|56635
ENG4E|English|12e année|Filière préemploi|4630
ENG4U|English|12e année|Filière préuniversitaire|83888
EPS3O|Presentation and Speaking Skills|11e année|Ouvert|1328
ESLAO|English as a Second Language, ESL Level 1|Niveau 1|Ouvert|2229
ESLBO|English as a Second Language, ESL Level 2|Niveau 2|Ouvert|3991
ESLCO|English as a Second Language, ESL Level 3|Niveau 3|Ouvert|6596
ESLDO|English as a Second Language, ESL Level 4|Niveau 4|Ouvert|7897
ESLEO|English as a Second Language, ESL Level 5|Niveau 5|Ouvert|5673
ETC3M|Canadian Literature|11e année|Filière préuniversitaire/précollégiale|87
ETH4T|Social Media and the Citizen Journalist|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ETS4C|Studies in Literature|12e année|Filière précollégiale|181
ETS4U|Studies in Literature|12e année|Filière préuniversitaire|3522
EWA4T|Art of Storytelling|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EWB4T|Creative Writing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EWC4C|The Writer's Craft|12e année|Filière précollégiale|1060
EWC4U|The Writer's Craft|12e année|Filière préuniversitaire|13557
EWD4T|Persuasive Writing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
EWH4T|Introduction to Essay Writing and Portfolio Building|12e année|Cours collégial, enseigné par le collège (DRC)|<10
FAE4O|Atelier d'écriture|12e année|Ouvert|14
FAF4O|Français des affaires et de la technologie|12e année|Ouvert|25
FCC3O|Compétence fonctionnelle en communication orale, en lecture et en écriture|11e année|Ouvert|<10
FEF1D|Extended French|9e année|Cours théorique|3320
FEF2D|Extended French|10e année|Cours théorique|2894
FEF3U|Extended French|11e année|Filière préuniversitaire|2469
FEF4U|Extended French|12e année|Filière préuniversitaire|2243
FFAAO|Actualisation linguistique en français 1|Niveau 1|Ouvert|50
FFABO|Actualisation linguistique en français 2|Niveau 2|Ouvert|35
FFACO|Actualisation linguistique en français 3|Niveau 3|Ouvert|<10
FFM3O|Français des médias|11e année|Ouvert|39
FFPAO|Programme d'appui aux nouveaux arrivants 1|Niveau 1|Ouvert|29
FFPBO|Programme d'appui aux nouveaux arrivants 2|Niveau 2|Ouvert|21
FFPCO|Programme d'appui aux nouveaux arrivants 3|Niveau 3|Ouvert|16
FFPDO|Programme d'appui aux nouveaux arrivants 4|Niveau 4|Ouvert|<10
FIF1D|French Immersion|9e année|Cours théorique|8828
FIF1P|French Immersion|9e année|Cours appliqué|<10
FIF2D|French Immersion|10e année|Cours théorique|7893
FIF2P|French Immersion|10e année|Cours appliqué|<10
FIF3O|French Immersion|11e année|Ouvert|37
FIF3U|French Immersion|11e année|Filière préuniversitaire|6921
FIF4O|French Immersion|12e année|Ouvert|25
FIF4U|French Immersion|12e année|Filière préuniversitaire|6104
FLC4M|Littérature du Canada français|12e année|Filière préuniversitaire/précollégiale|34
FLO4U|Grandes Suvres de la littérature|12e année|Filière préuniversitaire|93
FRA1D|Français|9e année|Cours théorique|4183
FRA1P|Français|9e année|Cours appliqué|1374
FRA2D|Français|10e année|Cours théorique|4166
FRA2P|Français|10e année|Cours appliqué|1632
FRA3C|Français|11e année|Filière précollégiale|2056
FRA3E|Français|11e année|Filière préemploi|501
FRA3U|Français|11e année|Filière préuniversitaire|3656
FRA4C|Français|12e année|Filière précollégiale|2060
FRA4E|Français|12e année|Filière préemploi|151
FRA4U|Français|12e année|Filière préuniversitaire|3240
FSF1D|Core French|9e année|Cours théorique|66847
FSF1O|Core French|9e année|Ouvert|1585
FSF1P|Core French|9e année|Cours appliqué|36082
FSF2D|Core French|10e année|Cours théorique|26308
FSF2O|Core French|10e année|Ouvert|<10
FSF2P|Core French|10e année|Cours appliqué|684
FSF3O|Core French|11e année|Ouvert|209
FSF3U|Core French|11e année|Filière préuniversitaire|14563
FSF4O|Core French|12e année|Ouvert|74
FSF4U|Core French|12e année|Filière préuniversitaire|10099
GCC4T|Career and College Success|12e année|Cours collégial, enseigné par le collège (DRC)|40
GCI4T|Exploration en métiers|12e année|Cours collégial, enseigné par le collège (DRC)|71
GCJ4T|Career Success|12e année|Cours collégial, enseigné par le collège (DRC)|<10
GLC2O|Exploration de carrière|10e année|Ouvert|158168
GLD2O|Découvrir le milieu de travail|10e année|Ouvert|5230
GLE1O|Stratégies d'apprentissage pour réussir à l'école secondaire|9e année|Ouvert|14190
GLE2O|Stratégies d'apprentissage pour réussir à l'école secondaire|10e année|Ouvert|8151
GLE3O|Stratégies d'apprentissage pour réussir après l'école secondaire|11e année|Ouvert|5948
GLE4O|Stratégies d'apprentissage pour réussir après l'école secondaire|12e année|Ouvert|3532
GLH4T|College Connection|12e année|Cours collégial, enseigné par le collège (DRC)|15
GLI4T|Success Strategies|12e année|Cours collégial, enseigné par le collège (DRC)|59
GLN4O|Saisir le milieu de travail|12e année|Ouvert|9336
GLS1O|Stratégies d'apprentissage pour réussir à l'école secondaire|9e année|Ouvert|11127
GLS4O|Stratégies d'apprentissage pour réussir après l'école secondaire|12e année|Ouvert|3778
GPL4T|Developing Leadership|12e année|Cours collégial, enseigné par le collège (DRC)|60
GPP3O|Leadership et entraide|11e année|Ouvert|16770
GWB4T|Personal and Academic Success Strategies|12e année|Cours collégial, enseigné par le collège (DRC)|37
GWC4T|Student Success for Higher Learning|12e année|Cours collégial, enseigné par le collège (DRC)|12
GWD4T|Personal Success|12e année|Cours collégial, enseigné par le collège (DRC)|<10
GWL3O|Planification de carrière|11e année|Ouvert|9628
HBA4T|Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBB4T|Introduction à la psychologie|12e année|Cours collégial, enseigné par le collège (DRC)|325
HBC4T|Social Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|88
HBD4T|Psychologie du développement|12e année|Cours collégial, enseigné par le collège (DRC)|279
HBF4T|Principles of Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|105
HBG4T|Psychology - Police Foundations|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBH4T|Psychology and Group Dynamics|12e année|Cours collégial, enseigné par le collège (DRC)|118
HBI4T|Forensic Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|30
HBJ4T|Issues in Psychology|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBN4T|Psychology of Learning|12e année|Cours collégial, enseigné par le collège (DRC)|35
HBQ4T|Crisis Intervention|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBR4T|Developmental Psychology for the PSW|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HBS4T|Recherche et sauvetage|12e année|Cours collégial, enseigné par le collège (DRC)|56
HBV4T|Métacognition|12e année|Cours collégial, enseigné par le collège (DRC)|78
HCB4T|Criminal Justice System|12e année|Cours collégial, enseigné par le collège (DRC)|16
HCC4T|Criminology|12e année|Cours collégial, enseigné par le collège (DRC)|205
HCF4T|Canadian Criminal Justice Systems|12e année|Cours collégial, enseigné par le collège (DRC)|138
HCI4T|Youth in Conflict with the Law|12e année|Cours collégial, enseigné par le collège (DRC)|10
HDC4T|Communications et relations interpersonnelles|12e année|Cours collégial, enseigné par le collège (DRC)|96
HDD4T|Contemporary Social Problems|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HDG4T|Introduction to Social Welfare|12e année|Cours collégial, enseigné par le collège (DRC)|10
HDI4T|Social Sciences|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HDM4T|International Interactions|12e année|Cours collégial, enseigné par le collège (DRC)|54
HDN4T|The Canadian Workplace|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HDQ4T|Popular Culture and Social Influence|12e année|Cours collégial, enseigné par le collège (DRC)|33
HDU4T|Interpersonal and Group Dynamics|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HDW4T|Leadership in Society|12e année|Cours collégial, enseigné par le collège (DRC)|18
HDX4T|Substance Abuse|12e année|Cours collégial, enseigné par le collège (DRC)|32
HDY4T|Interpersonal Communications|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HDZ4T|Interpersonal Violence in Canadian Society|12e année|Cours collégial, enseigné par le collège (DRC)|54
HED4T|Principles of Ethical Reasoning|12e année|Cours collégial, enseigné par le collège (DRC)|27
HFA4C|Nutrition et santé|12e année|Filière précollégiale|4276
HFA4M|Étude de l'alimentation et de la nutrition|12e année|Filière préuniversitaire/précollégiale|34
HFA4U|Nutrition et santé|12e année|Filière préuniversitaire|10907
HFB4T|Nutrition:  Making Better Choices|12e année|Cours collégial, enseigné par le collège (DRC)|44
HFC3E|Alimentation et culture|11e année|Filière préemploi|1561
HFC3M|Alimentation et culture|11e année|Filière préuniversitaire/précollégiale|3204
HFL4E|Alimentation saine pour tous|12e année|Filière préemploi|797
HFN1O|Alimentation et nutrition|9e année|Ouvert|5803
HFN2O|Alimentation et nutrition|10e année|Ouvert|23446
HHA4T|Relations humaines|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HHB4T|Human Sexuality|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HHC4T|Exploring Human Diversity|12e année|Cours collégial, enseigné par le collège (DRC)|84
HHD3O|Dynamique des relations humaines|11e année|Ouvert|1502
HHF4T|Human Growth and Development|12e année|Cours collégial, enseigné par le collège (DRC)|15
HHG4M|Développement humain|12e année|Filière préuniversitaire/précollégiale|7276
HHH4T|The Art of Counseling Children and Youth|12e année|Cours collégial, enseigné par le collège (DRC)|34
HHI4T|Principles of Learning|12e année|Cours collégial, enseigné par le collège (DRC)|28
HHK4T|Human Services|12e année|Cours collégial, enseigné par le collège (DRC)|19
HHS4C|Individus et familles au Canada|12e année|Filière précollégiale|3173
HHS4M|Individus, familles et sociétés|12e année|Filière préuniversitaire/précollégiale|64
HHS4U|Individus et familles au Canada|12e année|Filière préuniversitaire|14532
HIA4T|Dealing with Difficult People|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HIB4T|Personal Growth and Development|12e année|Cours collégial, enseigné par le collège (DRC)|143
HIC4T|PSW Practice|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HID4T|Interviewing/Counselling|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HIF1O|Exploration des études familiales|9e année|Ouvert|8292
HIF2O|Exploration des études familiales|10e année|Ouvert|1993
HIH4T|Critical Thinking and Problem Solving|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HIL4T|Critical Thinking and Problem Solving II|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HIP3E|Gestion des ressources personnelles|11e année|Filière préemploi|439
HIP4O|Gérer sa vie personnelle|12e année|Ouvert|5477
HIR3C|Gestion des ressources personnelles et familiales|11e année|Filière précollégiale|142
HLS3O|Habitation et design|11e année|Ouvert|2208
HNA4T|World of Fashion|12e année|Cours collégial, enseigné par le collège (DRC)|13
HNB4M|Monde de la mode|12e année|Filière préuniversitaire/précollégiale|2283
HNB4O|The Fashion Industry|12e année|Ouvert|<10
HNC3C|Mode au quotidien|11e année|Filière précollégiale|3710
HNC3O|Mode|11e année|Ouvert|80
HNL2O|Vêtements|10e année|Ouvert|1033
HPC3O|Rôle parental|11e année|Ouvert|15426
HPD4C|Interactions avec les jeunes d'âge scolaire|12e année|Filière précollégiale|2055
HPD4E|Développement humain|12e année|Filière préemploi|138
HPF4T|Apprentissage par le jeu|12e année|Cours collégial, enseigné par le collège (DRC)|51
HPW3C|Interactions avec enfants dâge préscolaire|11e année|Filière précollégiale|6281
HRE1O|Enseignement religieux|9e année|Ouvert|45140
HRE2O|Enseignement religieux|10e année|Ouvert|46665
HRE3M|Enseignement religieux|11e année|Filière préuniversitaire/précollégiale|111
HRE3O|Enseignement religieux|11e année|Ouvert|781
HRE4M|Enseignement religieux|12e année|Filière préuniversitaire/précollégiale|25213
HRE4O|Enseignement religieux|12e année|Ouvert|13185
HRF3O|Étude des religions et croyances traditionnelles|11e année|Ouvert|17328
HRT3M|Grandes religions et croyances traditionnelles : perspectives, enjeux et défis|11e année|Filière préuniversitaire/précollégiale|33473
HSA4T|Sociology of Family|12e année|Cours collégial, enseigné par le collège (DRC)|11
HSB4M|Changements et défis sociaux|12e année|Filière préuniversitaire/précollégiale|17
HSB4U|Changements et défis sociaux|12e année|Filière préuniversitaire|19362
HSC4M|Cultures de la francophonie mondiale|12e année|Filière préuniversitaire/précollégiale|1117
HSD4T|Sociology and Canadian Society|12e année|Cours collégial, enseigné par le collège (DRC)|20
HSE3E|Équité, diversité et justice sociale|11e année|Filière préemploi|209
HSE4M|Équité et justice sociale : de la théorie à la pratique|12e année|Filière préuniversitaire/précollégiale|2191
HSF4T|Sociology in Canadian Society|12e année|Cours collégial, enseigné par le collège (DRC)|32
HSG3M|Étude de genre|11e année|Filière préuniversitaire/précollégiale|784
HSH4T|Introduction à la sociologie|12e année|Cours collégial, enseigné par le collège (DRC)|156
HSL4T|Sociology for Social Service Workers|12e année|Cours collégial, enseigné par le collège (DRC)|19
HSN4T|Violence against Women|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HSP3C|Introduction à la psychologie, à la sociologie et à l'anthropologie|11e année|Filière précollégiale|9765
HSP3M|Introduction a la psychologie, la sociologie et l'anthropologie|11e année|Filière préuniversitaire/précollégiale|358
HSP3U|Introduction à la psychologie, à la sociologie et à l'anthropologie|11e année|Filière préuniversitaire|36116
HSS4T|Sociology|12e année|Cours collégial, enseigné par le collège (DRC)|65
HSZ4T|Introduction to  Anthropology|12e année|Cours collégial, enseigné par le collège (DRC)|<10
HZB3M|Philosophie : les grandes questions|11e année|Filière préuniversitaire/précollégiale|3834
HZB3O|Philosophie : les grandes questions|11e année|Ouvert|52
HZT4U|Philosophie : approches et problématiques|12e année|Filière préuniversitaire|17022
IBC4T|Database|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBD4T|Introduction to Web Development|12e année|Cours collégial, enseigné par le collège (DRC)|14
IBE4T|Word Processing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBF4T|Spreadsheets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBI4T|Microsoft Office Application|12e année|Cours collégial, enseigné par le collège (DRC)|41
IBJ4T|Architecture d'un système d'exploitation Linux|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBK4T|Computer Applications|12e année|Cours collégial, enseigné par le collège (DRC)|32
IBL4T|Introduction to Programming|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBM4T|Introduction au HTML|12e année|Cours collégial, enseigné par le collège (DRC)|10
IBP4T|Graphics Theory and Application|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBQ4T|Programmation Internet|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBR4T|Software Applications|12e année|Cours collégial, enseigné par le collège (DRC)|30
IBS4T|Web Page Design|12e année|Cours collégial, enseigné par le collège (DRC)|37
IBU4T|Introduction to Game Program/Design|12e année|Cours collégial, enseigné par le collège (DRC)|<10
IBY4T|Unix/Linux and the Internet|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ICS2O|Introduction à l'informatique|10e année|Ouvert|14238
ICS3C|Introduction à la programmation informatique|11e année|Filière précollégiale|2709
ICS3U|Introduction au génie informatique|11e année|Filière préuniversitaire|15985
ICS4C|Programmation informatique|12e année|Filière précollégiale|558
ICS4U|Génie informatique|12e année|Filière préuniversitaire|6923
IDC3O|Études interdisciplinaires|11e année|Ouvert|5506
IDC4O|Études interdisciplinaires|12e année|Ouvert|2818
IDC4U|Études interdisciplinaires|12e année|Filière préuniversitaire|16107
IDP3O|Études interdisciplinaires|11e année|Ouvert|693
IDP4O|Études interdisciplinaires|12e année|Ouvert|164
IDP4U|Études interdisciplinaires|12e année|Filière préuniversitaire|897
JAB4T|Lights, Camera, Action!|12e année|Cours collégial, enseigné par le collège (DRC)|<10
JAL4T|Film Studies|12e année|Cours collégial, enseigné par le collège (DRC)|70
JBB4T|College Orientation|12e année|Cours collégial, enseigné par le collège (DRC)|<10
JBC4T|College Seminar|12e année|Cours collégial, enseigné par le collège (DRC)|18
JBD4T|College Success|12e année|Cours collégial, enseigné par le collège (DRC)|65
JDE4T|Enjeux et Survie|12e année|Cours collégial, enseigné par le collège (DRC)|19
JEB4T|Making the Grade|12e année|Cours collégial, enseigné par le collège (DRC)|106
JEC4T|Success Matters|12e année|Cours collégial, enseigné par le collège (DRC)|43
JEE4T|Professional Effectiveness|12e année|Cours collégial, enseigné par le collège (DRC)|24
JEG4T|Skills for Success|12e année|Cours collégial, enseigné par le collège (DRC)|11
JEH4T|Speaking with Confidence|12e année|Cours collégial, enseigné par le collège (DRC)|73
JEK4T|Improv|12e année|Cours collégial, enseigné par le collège (DRC)|10
JEL4T|Roots to Success|12e année|Cours collégial, enseigné par le collège (DRC)|27
JFE4T|Current Events|12e année|Cours collégial, enseigné par le collège (DRC)|81
JFF4T|Issues in Diversity|12e année|Cours collégial, enseigné par le collège (DRC)|25
JGB4T|Culture technologique|12e année|Cours collégial, enseigné par le collège (DRC)|217
JGC4T|Society, Technology and Social Issues|12e année|Cours collégial, enseigné par le collège (DRC)|56
JGE4T|Growing Up Digital|12e année|Cours collégial, enseigné par le collège (DRC)|54
JGH4T|Fundamentals -  Photojournalism|12e année|Cours collégial, enseigné par le collège (DRC)|25
JMB4T|Introduction à la profession|12e année|Cours collégial, enseigné par le collège (DRC)|39
KALAN|L'art de s'exprimer et de s'amuser|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|1631
KALBN|L'art de s'exprimer et de s'amuser|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|1351
KALCN|L'art de s'exprimer et de s'amuser|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|706
KALDN|L'art de s'exprimer et de s'amuser|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|684
KALEN|L'art de s'exprimer et de s'amuser|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|388
KALFN|L'art de s'exprimer et de s'amuser|Niveau 6|Cours non-crédité d'enfance en difficulté (tous les niveaux)|280
KALGN|L'art de s'exprimer et de s'amuser|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|206
KALHN|L'art de s'exprimer et de s'amuser|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|30
KALIN|L'art de s'exprimer et de s'amuser|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|64
KALJN|L'art de s'exprimer et de s'amuser|Niveau 10|Cours non-crédité d'enfance en difficulté (tous les niveaux)|64
KALKN|L'art de s'exprimer et de s'amuser|Niveau 11|Cours non-crédité d'enfance en difficulté (tous les niveaux)|70
KALLN|L'art de s'exprimer et de s'amuser|Niveau 12|Cours non-crédité d'enfance en difficulté (tous les niveaux)|16
KALMN|L'art de s'exprimer et de s'amuser|Niveau 13|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KALNN|L'art de s'exprimer et de s'amuser|Niveau 14|Cours non-crédité d'enfance en difficulté (tous les niveaux)|13
KALON|L'art de s'exprimer et de s'amuser|Niveau 15|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KALPN|L'art de s'exprimer et de s'amuser|Niveau 16|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBAN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|401
KBBBN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|302
KBBCN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|242
KBBDN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|287
KBBEN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|130
KBBFN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|75
KBBGN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|62
KBBHN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|374
KBBIN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|13
KBBKN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 11|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBLN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 12|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBMN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 13|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBNN|La gestion de l'argent et les opérations bancaires personnelles|Niveau 14|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KBBON|La gestion de l'argent et les opérations bancaires personnelles|Niveau 15|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCCAN|Initiation aux transports en commun et exploration de son milieu|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|276
KCCBN|Initiation aux transports en commun et exploration de son milieu|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|207
KCCCN|Initiation aux transports en commun et exploration de son milieu|Niveau 3|Cours non-crédité d'enfance en difficulté (tous les niveaux)|394
KCCDN|Initiation aux transports en commun et exploration de son milieu|Niveau 4|Cours non-crédité d'enfance en difficulté (tous les niveaux)|260
KCCEN|Initiation aux transports en commun et exploration de son milieu|Niveau 5|Cours non-crédité d'enfance en difficulté (tous les niveaux)|143
KCCFN|Initiation aux transports en commun et exploration de son milieu|Niveau 6|Cours non-crédité d'enfance en difficulté (tous les niveaux)|92
KCCGN|Initiation aux transports en commun et exploration de son milieu|Niveau 7|Cours non-crédité d'enfance en difficulté (tous les niveaux)|103
KCCHN|Initiation aux transports en commun et exploration de son milieu|Niveau 8|Cours non-crédité d'enfance en difficulté (tous les niveaux)|165
KCCIN|Initiation aux transports en commun et exploration de son milieu|Niveau 9|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCCJN|Initiation aux transports en commun et exploration de son milieu|Niveau 10|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCCNN|Initiation aux transports en commun et exploration de son milieu|Niveau 14|Cours non-crédité d'enfance en difficulté (tous les niveaux)|<10
KCWAN|À la découverte du monde|Niveau 1|Cours non-crédité d'enfance en difficulté (tous les niveaux)|925
KCWBN|À la découverte du monde|Niveau 2|Cours non-crédité d'enfance en difficulté (tous les niveaux)|560
