Code du cours|Description du cours|Année d'études|Parcours ou destination|Effectif
AED4T|Art and Design Portfolio Development|12e année|Cours collégial, enseigné par le collège (DRC)|17
AEF4T|Design|12e année|Cours collégial, enseigné par le collège (DRC)|54
AEH4T|Elements of Décor|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AEL4T|Basic  Design|12e année|Cours collégial, enseigné par le collège (DRC)|20
AEM4T|Composition and Creativity|12e année|Cours collégial, enseigné par le collège (DRC)|18
AFA4T|Illustration|12e année|Cours collégial, enseigné par le collège (DRC)|24
AFB4T|Painting and Drawing|12e année|Cours collégial, enseigné par le collège (DRC)|17
AFD4T|Drawing|12e année|Cours collégial, enseigné par le collège (DRC)|39
AFE4T|Basic Digital Photography|12e année|Cours collégial, enseigné par le collège (DRC)|12
AFG4T|2D Digital Art|12e année|Cours collégial, enseigné par le collège (DRC)|43
AFI4T|Digital Photography and Image Editing|12e année|Cours collégial, enseigné par le collège (DRC)|96
AFJ4T|Digital Art and Design|12e année|Cours collégial, enseigné par le collège (DRC)|100
AFK4T|Digital Photography Techniques|12e année|Cours collégial, enseigné par le collège (DRC)|147
AFM4T|Digital Applications|12e année|Cours collégial, enseigné par le collège (DRC)|10
AFR4T|Modelling and Animation|12e année|Cours collégial, enseigné par le collège (DRC)|19
AFS4T|Painting and Drawing  Theory|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHB4T|Musical Theatre Production|12e année|Cours collégial, enseigné par le collège (DRC)|15
AHE4T|La musique et la société|12e année|Cours collégial, enseigné par le collège (DRC)|24
AHF4T|Good Vibrations: The Evolution of Popular Music|12e année|Cours collégial, enseigné par le collège (DRC)|68
AHG4T|Canadian Music Industry|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AHL4T|History of Rock and Roll|12e année|Cours collégial, enseigné par le collège (DRC)|16
ALC1O|Arts intégrés|9e année|Ouvert|3487
ALC2O|Arts intégrés|10e année|Ouvert|377
AMB1O|Musique instrumentale - cuivres|9e année|Ouvert|82
AMB2O|Musique instrumentale - cuivres|10e année|Ouvert|24
AMB3M|Musique instrumentale - cuivres|11e année|Filière préuniversitaire/précollégiale|29
AMB4M|Musique instrumentale - cuivres|12e année|Filière préuniversitaire/précollégiale|46
AMC1O|Composition musicale|9e année|Ouvert|267
AMC2O|Composition musicale|10e année|Ouvert|328
AMC3M|Composition musicale|11e année|Filière préuniversitaire/précollégiale|256
AMC3O|Composition musicale|11e année|Ouvert|94
AMC4M|Composition musicale|12e année|Filière préuniversitaire/précollégiale|276
AMD1O|Musique électronique|9e année|Ouvert|23
AMD2O|Musique électronique|10e année|Ouvert|26
AMD3M|Musique électronique|11e année|Filière préuniversitaire/précollégiale|59
AMD3O|Musique électronique|11e année|Ouvert|16
AMD4M|Musique électronique|12e année|Filière préuniversitaire/précollégiale|61
AME1O|Petits ensembles|9e année|Ouvert|121
AME2O|Petits ensembles|10e année|Ouvert|147
AME3M|Petits ensembles|11e année|Filière préuniversitaire/précollégiale|220
AME3O|Petits ensembles|11e année|Ouvert|62
AME4M|Petits ensembles|12e année|Filière préuniversitaire/précollégiale|322
AMF4T|Voice|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AMG1O|Guitare|9e année|Ouvert|1703
AMG2O|Guitare|10e année|Ouvert|6221
AMG3M|Guitare|11e année|Filière préuniversitaire/précollégiale|1543
AMG3O|Guitare|11e année|Ouvert|2111
AMG4M|Guitare|12e année|Filière préuniversitaire/précollégiale|1166
AMH1O|Orchestre de scène|9e année|Ouvert|111
AMH2O|Orchestre de scène|10e année|Ouvert|238
AMH3M|Orchestre de scène|11e année|Filière préuniversitaire/précollégiale|386
AMH3O|Orchestre de scène|11e année|Ouvert|18
AMH4M|Orchestre de scène|12e année|Filière préuniversitaire/précollégiale|574
AMI1O|Musique instrumentale - harmonie|9e année|Ouvert|13208
AMI2O|Musique instrumentale - harmonie|10e année|Ouvert|6501
AMI3M|Musique instrumentale - harmonie|11e année|Filière préuniversitaire/précollégiale|3895
AMI3O|Musique instrumentale - harmonie|11e année|Ouvert|83
AMI4M|Musique instrumentale - harmonie|12e année|Filière préuniversitaire/précollégiale|2832
AMJ1O|Jazz vocal|9e année|Ouvert|10
AMJ2O|Jazz vocal|10e année|Ouvert|65
AMJ3M|Jazz vocal|11e année|Filière préuniversitaire/précollégiale|96
AMJ3O|Jazz vocal|11e année|Ouvert|30
AMJ4M|Jazz vocal|12e année|Filière préuniversitaire/précollégiale|206
AMK1O|Clavier|9e année|Ouvert|575
AMK2O|Clavier|10e année|Ouvert|1345
AMK3M|Clavier|11e année|Filière préuniversitaire/précollégiale|523
AMK3O|Clavier|11e année|Ouvert|151
AMK4M|Clavier|12e année|Filière préuniversitaire/précollégiale|311
AMM1O|La musique et l'ordinateur|9e année|Ouvert|210
AMM2O|La musique et l'ordinateur|10e année|Ouvert|483
AMM3M|La musique et l'ordinateur|11e année|Filière préuniversitaire/précollégiale|453
AMM3O|La musique et l'ordinateur|11e année|Ouvert|144
AMM4M|La musique et l'ordinateur|12e année|Filière préuniversitaire/précollégiale|320
AMO1O|Musique instrumentale - orchestre|9e année|Ouvert|287
AMO2O|Musique instrumentale - orchestre|10e année|Ouvert|110
AMO3M|Musique instrumentale - orchestre|11e année|Filière préuniversitaire/précollégiale|82
AMO3O|Musique instrumentale - orchestre|11e année|Ouvert|<10
AMO4M|Musique instrumentale - orchestre|12e année|Filière préuniversitaire/précollégiale|90
AMP1O|Musique instrumentale - percussion|9e année|Ouvert|142
AMP2O|Musique instrumentale - percussion|10e année|Ouvert|164
AMP3M|Musique instrumentale - percussion|11e année|Filière préuniversitaire/précollégiale|36
AMP3O|Musique instrumentale - percussion|11e année|Ouvert|41
AMP4M|Musique instrumentale - percussion|12e année|Filière préuniversitaire/précollégiale|50
AMQ1O|Tambours d'acier|9e année|Ouvert|190
AMQ2O|Tambours d'acier|10e année|Ouvert|181
AMQ3M|Tambours d'acier|11e année|Filière préuniversitaire/précollégiale|59
AMQ3O|Tambours d'acier|11e année|Ouvert|27
AMQ4M|Tambours d'acier|12e année|Filière préuniversitaire/précollégiale|49
AMR1O|Répertoire|9e année|Ouvert|3518
AMR2O|Répertoire|10e année|Ouvert|3951
AMR3M|Répertoire|11e année|Filière préuniversitaire/précollégiale|2843
AMR3O|Répertoire|11e année|Ouvert|355
AMR4M|Répertoire|12e année|Filière préuniversitaire/précollégiale|2319
AMS1O|Musique instrumentale - cordes|9e année|Ouvert|1847
AMS2O|Musique instrumentale - cordes|10e année|Ouvert|1206
AMS3M|Musique instrumentale - cordes|11e année|Filière préuniversitaire/précollégiale|763
AMS3O|Musique instrumentale - cordes|11e année|Ouvert|111
AMS4M|Musique instrumentale - cordes|12e année|Filière préuniversitaire/précollégiale|603
AMT1O|Théâtre musical|9e année|Ouvert|106
AMT2O|Théâtre musical|10e année|Ouvert|253
AMT3M|Théâtre musical|11e année|Filière préuniversitaire/précollégiale|620
AMT3O|Théâtre musical|11e année|Ouvert|107
AMT4M|Théâtre musical|12e année|Filière préuniversitaire/précollégiale|650
AMU1O|Musique|9e année|Ouvert|14707
AMU2O|Musique|10e année|Ouvert|6735
AMU3M|Musique|11e année|Filière préuniversitaire/précollégiale|3779
AMU3O|Musique|11e année|Ouvert|523
AMU4E|Musique|12e année|Filière préemploi|101
AMU4M|Musique|12e année|Filière préuniversitaire/précollégiale|2635
AMV1O|Musique vocale ou chorale|9e année|Ouvert|3693
AMV2O|Musique vocale ou chorale|10e année|Ouvert|3602
AMV3M|Musique vocale ou chorale|11e année|Filière préuniversitaire/précollégiale|2523
AMV3O|Musique vocale ou chorale|11e année|Ouvert|392
AMV4M|Musique vocale ou chorale|12e année|Filière préuniversitaire/précollégiale|1939
AMW1O|Musique - bois|9e année|Ouvert|126
AMW2O|Musique - bois|10e année|Ouvert|46
AMW3M|Musique - bois|11e année|Filière préuniversitaire/précollégiale|59
AMW3O|Musique - bois|11e année|Ouvert|<10
AMW4M|Musique - bois|12e année|Filière préuniversitaire/précollégiale|70
AMX3M|Musique - externe (conservatoire)|11e année|Filière préuniversitaire/précollégiale|210
AMX4M|Musique - externe (conservatoire)|12e année|Filière préuniversitaire/précollégiale|392
ASA4T|Media and the Arts|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ASM2O|Arts médiatiques|10e année|Ouvert|8434
ASM3M|Arts médiatiques|11e année|Filière préuniversitaire/précollégiale|3282
ASM3O|Arts médiatiques|11e année|Ouvert|2628
ASM4E|Arts médiatiques|12e année|Filière préemploi|159
ASM4M|Arts médiatiques|12e année|Filière préuniversitaire/précollégiale|2091
ATA4T|Basic Jazz |12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATB1O|Danse - ballet|9e année|Ouvert|291
ATB2O|Danse - ballet|10e année|Ouvert|288
ATB3M|Danse - ballet|11e année|Filière préuniversitaire/précollégiale|272
ATB4M|Danse - ballet|12e année|Filière préuniversitaire/précollégiale|153
ATC1O|Danse|9e année|Ouvert|3584
ATC2O|Danse|10e année|Ouvert|4532
ATC3M|Danse|11e année|Filière préuniversitaire/précollégiale|2281
ATC3O|Danse|11e année|Ouvert|643
ATC4E|Danse|12e année|Filière préemploi|23
ATC4M|Danse|12e année|Filière préuniversitaire/précollégiale|1718
ATD1O|Composition chorégraphique|9e année|Ouvert|<10
ATD2O|Composition chorégraphique|10e année|Ouvert|<10
ATD3M|Composition chorégraphique|11e année|Filière préuniversitaire/précollégiale|53
ATD3O|Composition chorégraphique|11e année|Ouvert|<10
ATD4M|Composition chorégraphique|12e année|Filière préuniversitaire/précollégiale|212
ATF2O|Danse africaine|10e année|Ouvert|<10
ATF3M|Danse africaine|11e année|Filière préuniversitaire/précollégiale|<10
ATF4M|Danse africaine|12e année|Filière préuniversitaire/précollégiale|<10
ATH4M|Histoire de la danse|12e année|Filière préuniversitaire/précollégiale|<10
ATJ1O|Danse - jazz|9e année|Ouvert|18
ATJ2O|Danse - jazz|10e année|Ouvert|115
ATJ3M|Danse - jazz|11e année|Filière préuniversitaire/précollégiale|31
ATJ3O|Danse - jazz|11e année|Ouvert|<10
ATJ4M|Danse - jazz|12e année|Filière préuniversitaire/précollégiale|15
ATL3M|Danse du Centre et du Sud de l'Amérique|11e année|Filière préuniversitaire/précollégiale|30
ATM1O|Danse moderne|9e année|Ouvert|270
ATM2O|Danse moderne|10e année|Ouvert|286
ATM3M|Danse moderne|11e année|Filière préuniversitaire/précollégiale|226
ATM3O|Danse moderne|11e année|Ouvert|<10
ATM4M|Danse moderne|12e année|Filière préuniversitaire/précollégiale|198
ATN3O|Danse des Autochtones : Premières nations, Métis, Inuits|11e année|Ouvert|<10
ATO2O|Danse de l'Asie/du Cercle du Pacifique|10e année|Ouvert|13
ATO3M|Danse de l'Asie/du Cercle du Pacifique|11e année|Filière préuniversitaire/précollégiale|<10
ATO3O|Danse de l'Asie/du Cercle du Pacifique|11e année|Ouvert|25
ATO4M|Danse de l'Asie/du Cercle du Pacifique|12e année|Filière préuniversitaire/précollégiale|<10
ATP1O|Danse - répétition de spectacle|9e année|Ouvert|180
ATP2O|Danse - répétition de spectacle|10e année|Ouvert|241
ATP3M|Danse - répétition de spectacle|11e année|Filière préuniversitaire/précollégiale|258
ATP3O|Danse - répétition de spectacle|11e année|Ouvert|<10
ATP4M|Danse - répétition de spectacle|12e année|Filière préuniversitaire/précollégiale|278
ATR1O|Danse urbaine et hip-hop|9e année|Ouvert|10
ATR2O|Danse urbaine et hip-hop|10e année|Ouvert|<10
ATR3M|Danse urbaine et hip-hop|11e année|Filière préuniversitaire/précollégiale|18
ATR3O|Danse urbaine et hip-hop|11e année|Ouvert|18
ATS2O|Danse de divertissement : danses populaires|10e année|Ouvert|10
ATS3O|Danse de divertissement : danses populaires|11e année|Ouvert|<10
ATS4M|Danse de divertissement : danses populaires|12e année|Filière préuniversitaire/précollégiale|12
ATU2O|Danse de comédie musicale|10e année|Ouvert|21
ATU3M|Danse de comédie musicale|11e année|Filière préuniversitaire/précollégiale|73
ATU3O|Danse de comédie musicale|11e année|Ouvert|18
ATU4M|Danse de comédie musicale|12e année|Filière préuniversitaire/précollégiale|83
ATY4T|Movement and Dance|12e année|Cours collégial, enseigné par le collège (DRC)|<10
ATZ1O|Danses du monde : danses ethnoculturelles|9e année|Ouvert|<10
AVA4T|Ideas and Imagery|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AVB4T|Visual Arts Oils|12e année|Cours collégial, enseigné par le collège (DRC)|<10
AVD4T|Fashion Desgin|12e année|Cours collégial, enseigné par le collège (DRC)|45
AVI1O|Arts visuels|9e année|Ouvert|47997
AVI2O|Arts visuels|10e année|Ouvert|30812
AVI3M|Arts visuels|11e année|Filière préuniversitaire/précollégiale|17006
AVI3O|Arts visuels|11e année|Ouvert|4461
AVI4E|Arts visuels|12e année|Filière préemploi|532
AVI4M|Arts visuels|12e année|Filière préuniversitaire/précollégiale|11033
AVN4T|Sculptures|12e année|Cours collégial, enseigné par le collège (DRC)|14
AVP4T|Painting|12e année|Cours collégial, enseigné par le collège (DRC)|13
AWA1O|Métiers d'arts|9e année|Ouvert|397
AWA2O|Métiers d'arts|10e année|Ouvert|2364
AWA3M|Métiers d'arts|11e année|Filière préuniversitaire/précollégiale|108
AWA3O|Métiers d'arts|11e année|Ouvert|1426
AWA4M|Métiers d'arts|12e année|Filière préuniversitaire/précollégiale|252
AWC2O|Arts visuels - céramique et poterie|10e année|Ouvert|560
AWC3M|Arts visuels - céramique et poterie|11e année|Filière préuniversitaire/précollégiale|406
AWC3O|Arts visuels - céramique et poterie|11e année|Ouvert|480
AWC4M|Arts visuels - céramique et poterie|12e année|Filière préuniversitaire/précollégiale|318
AWD1O|Arts visuels - design appliqué|9e année|Ouvert|243
AWD2O|Arts visuels - design appliqué|10e année|Ouvert|739
AWD3M|Arts visuels - design appliqué|11e année|Filière préuniversitaire/précollégiale|1065
AWD3O|Arts visuels - design appliqué|11e année|Ouvert|273
AWD4M|Arts visuels - design appliqué|12e année|Filière préuniversitaire/précollégiale|1482
AWE1O|Arts visuels - graphisme de communication|9e année|Ouvert|<10
AWE2O|Arts visuels - graphisme de communication|10e année|Ouvert|55
AWE3M|Arts visuels - graphisme de communication|11e année|Filière préuniversitaire/précollégiale|404
AWE3O|Arts visuels - graphisme de communication|11e année|Ouvert|96
AWE4M|Arts visuels - graphisme de communication|12e année|Filière préuniversitaire/précollégiale|617
AWF2O|Arts visuels - design industriel|10e année|Ouvert|68
AWF3M|Arts visuels - design industriel|11e année|Filière préuniversitaire/précollégiale|25
AWF3O|Arts visuels - design industriel|11e année|Ouvert|26
AWF4M|Arts visuels - design industriel|12e année|Filière préuniversitaire/précollégiale|56
AWG4M|Arts visuels - design d'environnement|12e année|Filière préuniversitaire/précollégiale|10
AWH3M|Arts visuels - design d'intérieur|11e année|Filière préuniversitaire/précollégiale|104
AWH3O|Arts visuels - design d'intérieur|11e année|Ouvert|87
AWH4M|Arts visuels - design d'intérieur|12e année|Filière préuniversitaire/précollégiale|74
AWI1O|Arts visuels - mode et textile|9e année|Ouvert|30
AWI2O|Arts visuels - mode et textile|10e année|Ouvert|209
AWI3M|Arts visuels - mode et textile|11e année|Filière préuniversitaire/précollégiale|172
AWI3O|Arts visuels - mode et textile|11e année|Ouvert|188
AWI4M|Arts visuels - mode et textile|12e année|Filière préuniversitaire/précollégiale|216
AWJ1O|Arts visuels - décor de spectacle|9e année|Ouvert|<10
AWJ2O|Arts visuels - décor de spectacle|10e année|Ouvert|<10
AWJ3M|Arts visuels - décor de spectacle|11e année|Filière préuniversitaire/précollégiale|47
AWJ3O|Arts visuels - décor de spectacle|11e année|Ouvert|40
AWJ4M|Décor de spectacle : danse, musique, théâtre et autre|12e année|Filière préuniversitaire/précollégiale|41
AWK1O|Arts visuels - illustration|9e année|Ouvert|30
AWK2O|Arts visuels - illustration|10e année|Ouvert|95
AWK3M|Arts visuels - illustration|11e année|Filière préuniversitaire/précollégiale|128
AWK3O|Arts visuels - illustration|11e année|Ouvert|87
AWK4M|Arts visuels - illustration|12e année|Filière préuniversitaire/précollégiale|260
AWL1O|Arts visuels - dessin|9e année|Ouvert|63
AWL2O|Arts visuels - dessin|10e année|Ouvert|103
AWL3M|Arts visuels - dessin|11e année|Filière préuniversitaire/précollégiale|357
AWL3O|Arts visuels - dessin|11e année|Ouvert|132
AWL4M|Arts visuels - dessin|12e année|Filière préuniversitaire/précollégiale|322
AWM1O|Arts visuels - dessin et peinture|9e année|Ouvert|286
AWM2O|Arts visuels - dessin et peinture|10e année|Ouvert|355
AWM3M|Arts visuels - dessin et peinture|11e année|Filière préuniversitaire/précollégiale|765
AWM3O|Arts visuels - dessin et peinture|11e année|Ouvert|221
AWM4M|Arts visuels - dessin et peinture|12e année|Filière préuniversitaire/précollégiale|1268
AWN2O|Arts visuels - peinture|10e année|Ouvert|88
AWN3M|Arts visuels - peinture|11e année|Filière préuniversitaire/précollégiale|93
AWN3O|Arts visuels - peinture|11e année|Ouvert|68
AWN4M|Arts visuels - peinture|12e année|Filière préuniversitaire/précollégiale|397
AWO1O|Arts visuels - techniques d'impression|9e année|Ouvert|18
AWO2O|Arts visuels - techniques d'impression|10e année|Ouvert|116
AWO3M|Arts visuels - techniques d'impression|11e année|Filière préuniversitaire/précollégiale|171
AWO3O|Arts visuels - techniques d'impression|11e année|Ouvert|157
AWO4M|Arts visuels - techniques d'impression|12e année|Filière préuniversitaire/précollégiale|141
AWP2O|Arts visuels - sculpture|10e année|Ouvert|178
AWP3M|Arts visuels - sculpture|11e année|Filière préuniversitaire/précollégiale|227
AWP3O|Arts visuels - sculpture|11e année|Ouvert|280
AWP4M|Arts visuels - sculpture|12e année|Filière préuniversitaire/précollégiale|294
AWQ1O|Arts visuels - photographie|9e année|Ouvert|39
AWQ2O|Arts visuels - photographie|10e année|Ouvert|3740
AWQ3M|Arts visuels - photographie|11e année|Filière préuniversitaire/précollégiale|6634
AWQ3O|Arts visuels - photographie|11e année|Ouvert|4615
AWQ4M|Arts visuels - photographie|12e année|Filière préuniversitaire/précollégiale|3629
AWR1O|Arts visuels - cinéma/vidéo|9e année|Ouvert|52
AWR2O|Arts visuels - cinéma/vidéo|10e année|Ouvert|94
AWR3M|Arts visuels - cinéma/vidéo|11e année|Filière préuniversitaire/précollégiale|916
AWR3O|Arts visuels - cinéma/vidéo|11e année|Ouvert|441
AWR4M|Arts visuels - cinéma/vidéo|12e année|Filière préuniversitaire/précollégiale|1079
AWS1O|Arts visuels - outils numériques|9e année|Ouvert|627
AWS2O|Arts visuels - outils numériques|10e année|Ouvert|1275
AWS3M|Arts visuels - outils numériques|11e année|Filière préuniversitaire/précollégiale|1160
AWS3O|Arts visuels - outils numériques|11e année|Ouvert|257
AWS4M|Arts visuels - outils numériques|12e année|Filière préuniversitaire/précollégiale|848
AWT1O|Arts visuels - art expérimental|9e année|Ouvert|198
AWT2O|Arts visuels - art expérimental|10e année|Ouvert|510
AWT3M|Arts visuels - art expérimental|11e année|Filière préuniversitaire/précollégiale|387
AWT3O|Arts visuels - art expérimental|11e année|Ouvert|306
AWT4M|Arts visuels - art expérimental|12e année|Filière préuniversitaire/précollégiale|666
AWU1O|Arts visuels - histoire de l'art et cultures mondiales|9e année|Ouvert|18
AWU2O|Arts visuels - histoire de l'art et cultures mondiales|10e année|Ouvert|110
AWU3M|Arts visuels - histoire de l'art et cultures mondiales|11e année|Filière préuniversitaire/précollégiale|41
AWU3O|Arts visuels - histoire de l'art et cultures mondiales|11e année|Ouvert|96
AWU4M|Arts visuels - histoire de l'art et cultures mondiales|12e année|Filière préuniversitaire/précollégiale|234
AWY4T|Print Making|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAA4T|Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAB4T|Accounting Basics|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAD4T|Administrative Accounting|12e année|Cours collégial, enseigné par le collège (DRC)|12
BAE4T|Financial Accounting Basics|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAF3M|Introduction à la comptabilité financière|11e année|Filière préuniversitaire/précollégiale|26133
BAI3E|Introduction à la comptabilité|11e année|Filière préemploi|291
BAJ4T|Accounting Basics II|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BAN4E|comptabilité de la petite entreprise|12e année|Filière préemploi|34
BAT4M|Principes de comptabilité financière|12e année|Filière préuniversitaire/précollégiale|8959
BBA4T|Introduction to Business|12e année|Cours collégial, enseigné par le collège (DRC)|18
BBB4E|Introduction au commerce international|12e année|Filière préemploi|18
BBB4M|Principes de commerce international|12e année|Filière préuniversitaire/précollégiale|17192
BBE4T|Business in a Global Environment|12e année|Cours collégial, enseigné par le collège (DRC)|14
BBF4T|Business, Its Nature and Environment|12e année|Cours collégial, enseigné par le collège (DRC)|14
BBG4T|Principes de gestion|12e année|Cours collégial, enseigné par le collège (DRC)|21
BBI1O|Initiation aux affaires|9e année|Ouvert|3922
BBI2O|Initiation aux affaires|10e année|Ouvert|27550
BBJ4T|Introduction to Business Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBL4T|Business Law|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BBR4T|Gestion|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BCF4T|Customer Service|12e année|Cours collégial, enseigné par le collège (DRC)|41
BCG4T|Customer Relations|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BDA4T|Entrepreneurship|12e année|Cours collégial, enseigné par le collège (DRC)|50
BDI3C|Introduction à l'entrepreneuriat|11e année|Filière précollégiale|8599
BDP3O|Esprit entrepreneurial|11e année|Ouvert|898
BDV4C|Entrepreneuriat : planification d'une entreprise|12e année|Filière précollégiale|1647
BMA4T|Introduction to Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|102
BMB4T|Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMC4T|Visual Merchandising|12e année|Cours collégial, enseigné par le collège (DRC)|14
BME4T|Principes de marketing|12e année|Cours collégial, enseigné par le collège (DRC)|51
BMG4T|Introduction to Sport Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMI3C|Principes de marketing|11e année|Filière précollégiale|16118
BMK4T|Pitching the Campaign|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BMM4T|Foundations of Marketing|12e année|Cours collégial, enseigné par le collège (DRC)|20
BMX3E|Marketing de la vente au détail et des services|11e année|Filière préemploi|1828
BOA4T|Human Relations|12e année|Cours collégial, enseigné par le collège (DRC)|18
BOC4T|Office Procedures|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOE4T|Gestion de projets|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BOG4E|Gestion d'une entreprise|12e année|Filière préemploi|627
BOH4M|Principes de gestion|12e année|Filière préuniversitaire/précollégiale|18076
BOM4T|Operations Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BON4T|Conflict Management|12e année|Cours collégial, enseigné par le collège (DRC)|50
BOO4T|Principles of Human Resource Management|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTA3O|Technologies de l'information et de la communication : environnement informatisé|11e année|Ouvert|4883
BTB4T|Business Computer Application|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTD4T|Document Processing|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTG4T|Computer Applications for Business and Technology|12e année|Cours collégial, enseigné par le collège (DRC)|<10
BTT1O|Introduction aux technologies de l'information et de la communication|9e année|Ouvert|38488
BTT2O|Introduction aux technologies de l'information et de la communication|10e année|Ouvert|3664
BTX4C|Technologies de l'information et de la communication : solutions multimédias|12e année|Filière précollégiale|251
BTX4E|Technologies de l'information et de la communication en milieu de travail|12e année|Filière préemploi|299
CCL4O|Cours de compétences linguistiques des écoles secondaires de l'Ontario|12e année|Ouvert|836
CGC1D|Enjeux géographiques du Canada|9e année|Cours théorique|105238
CGC1P|Enjeux géographiques du Canada|9e année|Cours appliqué|42095
CGD3M|Géographie régionale|11e année|Filière préuniversitaire/précollégiale|286
CGF3M|Nature en action : un monde physique|11e année|Filière préuniversitaire/précollégiale|3605
CGG3O|Voyages et tourisme : une perspective géographique|11e année|Ouvert|11947
CGO4M|Les technologies spatiales en action|12e année|Filière préuniversitaire/précollégiale|260
CGR4E|Gestion durable des ressources et de l'environnement|12e année|Filière préemploi|336
CGR4M|Environnement et gestion des ressources|12e année|Filière préuniversitaire/précollégiale|4152
CGT3E||11e année|Filière préemploi|<10
CGT3O|Introduction aux technologies spatiales|11e année|Ouvert|76
CGU4M|Le Canada et le monde : l'environnement urbain|12e année|Filière préuniversitaire/précollégiale|701
CGW4C|Problèmes mondiaux : une analyse géographique|12e année|Filière précollégiale|599
CGW4U|Problèmes mondiaux : une analyse géographique|12e année|Filière préuniversitaire|12599
